"storenum","OPENDATE","date_super","conversion","st","county","STREETADDR","STRCITY","STRSTATE","ZIPCODE","type_store"
2784,1/26/2000 ,1/26/2000 ,1,"31","067","3620 NORTH 6TH STREET","Beatrice","NE","68310","Supercenter"
2786,1/21/2004 ,1/21/2004 ,0,"18","063","9500 EAST US HIGHWAY 36","Avon","IN","46123","Supercenter"
2787,3/15/2000 ,3/15/2000 ,1,"18","097","7325 NORTH KEYSTONE AVE.","Indianapolis","IN","46240","Supercenter"
2788,1/26/2000 ,1/26/2000 ,1,"18","063","400 WEST NORTHFIELD DRIVE","Brownsburg","IN","46112","Supercenter"
2789,1/24/2001 ,1/24/2001 ,1,"12","099","3200 OLD BOYNTON ROAD","Boynton Beach (E)","FL","33436","Supercenter"
2791,8/16/2000 ,8/16/2000 ,1,"10","005","4 COLLEGE PARK LANE","Georgetown","DE","19947","Supercenter"
2792,9/15/1999 ,9/15/1999 ,1,"54","099","100 MCGINNIS DRIVE","Wayne","WV","25570","Supercenter"
2793,1/26/2000 ,1/26/2000 ,1,"37","067","1130 SOUTH MAIN STREET","Kernersville","NC","27284","Supercenter"
2794,8/16/2000 ,8/16/2000 ,1,"49","039","777 N MAIN","Ephraim","UT","84627","Supercenter"
2795,6/18/2003 ,6/18/2003 ,0,"51","085","145 HILL CARTER PKWY","Ashland","VA","23005","Supercenter"
2796,10/24/2001 ,10/24/2001 ,1,"12","103","3801 TAMPA ROAD","Oldsmar","FL","34677","Supercenter"
2797,9/15/1999 ,,,"25","027","100 CHARLTON ROAD","Sturbridge","MA","01566","Wal-Mart"
2799,10/25/2000 ,,,"24","033","8745 BRANCH AVENUE","Clinton","MD","20735","Wal-Mart"
2803,5/17/2000 ,5/17/2000 ,1,"40","109","2200 WEST DANFORTH ROAD","Edmond","OK","73003","Supercenter"
2804,7/19/2000 ,7/19/2000 ,1,"40","109","1801 BELLE ISLE BLVD","Oklahoma City","OK","73118","Supercenter"
2805,1/26/2000 ,1/26/2000 ,1,"51","595","303 MARKET DRIVE","Emporia","VA","23847","Supercenter"
2806,10/13/1999 ,10/13/1999 ,1,"45","083","4000 HWY #9","Boiling Springs","SC","29316","Supercenter"
2807,1/26/2000 ,1/26/2000 ,1,"51","165","2160 JOHN WAYLAND HWY","Harrisonburg","VA","22801","Supercenter"
2808,5/17/2000 ,5/17/2000 ,1,"51","041","12200 CHATTANOOGA PLAZA","Chesterfield","VA","23112","Supercenter"
2809,8/16/2000 ,8/16/2000 ,1,"54","097","100 BUCKHANNON CROSSROADS","Buckhannon","WV","26201","Supercenter"
2810,1/26/2000 ,1/26/2000 ,1,"54","087","97 WILLIAMS DRIVE","Spencer","WV","25276","Supercenter"
2811,1/26/2000 ,1/26/2000 ,1,"13","059","4375 LEXINGTON ROAD","Athens","GA","30605","Supercenter"
2812,3/15/2000 ,3/15/2000 ,1,"27","109","25 25TH STREET S.E.","Rochester","MN","55904","Supercenter"
2813,4/19/2000 ,4/19/2000 ,1,"55","073","2001 NORTH CENTRAL AVE","Marshfield","WI","54449","Supercenter"
2814,9/20/2000 ,9/20/2000 ,1,"12","086","9300 N.W. 77TH AVENUE","Hialeah Gardens","FL","33016","Supercenter"
2815,5/17/2000 ,,,"17","031","1460 GOLF ROAD","Rolling Meadows","IL","60008","Wal-Mart"
2816,4/19/2000 ,,,"17","031","5630 TOUHY AVENUE","Niles","IL","60714","Wal-Mart"
2817,1/24/2001 ,,,"17","031","16771 TORRENCE AVENUE","Lansing","IL","60438","Wal-Mart"
2818,6/14/2000 ,,,"18","089","1828 165TH STREET","Hammond","IN","46320","Wal-Mart"
2819,1/26/2000 ,1/26/2000 ,1,"18","179","2100 NORTH MAIN STREET","Bluffton","IN","46714","Supercenter"
2820,1/26/2000 ,1/26/2000 ,1,"27","105","1055 RYAN ROAD","Worthington","MN","56187","Supercenter"
2821,3/15/2000 ,3/15/2000 ,1,"51","760","2501 SHEILA LANE","Richmond","VA","23225","Supercenter"
2822,3/15/2000 ,3/15/2000 ,1,"22","063","28270 WALKER SOUTH","Walker","LA","70785","Supercenter"
2823,1/26/2000 ,1/26/2000 ,1,"54","107","2900 PIKE STREET","Parkersburg","WV","26101","Supercenter"
2825,9/19/2001 ,,,"34","023","1126 ROUTE 9","Old Bridge","NJ","08857","Wal-Mart"
2827,11/1/2000 ,11/1/2000 ,1,"19","103","2801 COMMERCE DRIVE","Coralville","IA","52241","Supercenter"
2828,1/24/2001 ,,,"55","079","3355 SOUTH 27TH ST","Milwaukee (S)","WI","53215","Wal-Mart"
2830,1/24/2001 ,,,"42","045","1570 CHESTER PIKE","Eddystone","PA","19022","Wal-Mart"
2831,8/16/2000 ,8/16/2000 ,1,"16","053","2680 SOUTH LINCOLN","Jerome","ID","83338","Supercenter"
2832,5/17/2000 ,5/17/2000 ,1,"45","053","4400 HIGHWAY 278","Hardeeville","SC","29927","Supercenter"
2833,1/26/2000 ,1/26/2000 ,1,"54","091","#1 WAL-MART LANE","Grafton","WV","26354","Supercenter"
2836,3/20/2002 ,3/20/2002 ,0,"37","183","1051 EAST BROAD STREET","Fuquay-Varina","NC","27526","Supercenter"
2837,8/16/2000 ,8/16/2000 ,1,"32","003","4350 NORTH NELLIS BLVD","Las Vegas","NV","89115","Supercenter"
2838,1/24/2001 ,1/24/2001 ,1,"32","003","540 MARKS STREET","Henderson (N)","NV","89014","Supercenter"
2841,10/25/2000 ,,,"34","005","1740 ROUTE 38","Lumberton","NJ","08048","Wal-Mart"
2842,3/14/2001 ,,,"06","065","1290 EAST ONTARIO AVE","Corona (S)","CA","92881","Wal-Mart"
2843,6/14/2000 ,6/14/2000 ,1,"12","083","17861 SO. U.S. HWY 441","Summerfield","FL","34491","Supercenter"
2844,7/18/2001 ,7/18/2001 ,0,"36","091","1549 RT 9","Halfmoon","NY","12065","Supercenter"
2845,7/19/2000 ,7/19/2000 ,1,"37","037","14215 U.S. HWY 64 WEST","Siler City","NC","27344","Supercenter"
2846,4/19/2000 ,4/19/2000 ,1,"28","033","7950 CRAFT GOODMAN FRONTAGE RD","Olive Branch","MS","38654","Supercenter"
2847,1/24/2001 ,1/24/2001 ,1,"31","153","10504 SOUTH 15TH STREET","Bellevue","NE","68123","Supercenter"
2849,1/26/2000 ,1/26/2000 ,1,"54","053","320 MALLARD LANE","Mason","WV","25260","Supercenter"
2850,8/16/2000 ,,,"24","013","2320 NO. HANOVER PIKE","Hampstead","MD","21074","Wal-Mart"
2852,1/31/2006 ,1/31/2006 ,0,"54","051","240 N Lafayette Ave","Moundsville","WV","26041","Supercenter"
2853,1/24/2001 ,,,"24","017","40 DRURY DRIVE","La Plata","MD","20646","Wal-Mart"
2854,8/22/2001 ,8/22/2001 ,0,"09","011","180 RIVER ROAD","Lisbon","CT","06351","Supercenter"
2855,10/25/2000 ,10/25/2000 ,1,"20","091","16100 WEST 65TH STREET","Shawnee","KS","66217","Supercenter"
2856,1/26/2000 ,1/26/2000 ,1,"29","095","201 SOUTH SALEM STREET","Oak Grove","MO","64075","Supercenter"
2857,2/28/2001 ,2/28/2001 ,1,"29","165","8551 N.BOARDWALK AVE.","Kansas City (NW)","MO","64154","Supercenter"
2859,8/22/2001 ,8/22/2001 ,0,"36","055","2150 CHILI AVENUE","Gates","NY","14624","Supercenter"
2860,1/26/2000 ,1/26/2000 ,1,"13","051","160 POOLER PARKWAY","Pooler","GA","31322","Supercenter"
2861,8/14/2002 ,8/14/2002 ,0,"16","001","7319 WEST STATE STREET","Garden City","ID","83714","Supercenter"
2862,2/28/2001 ,2/28/2001 ,1,"16","001","4051 EAST FAIRVIEW AVE.","Meridian","ID","83642","Supercenter"
2864,6/14/2000 ,6/14/2000 ,1,"48","029","6703 EAST LESLIE ROAD","San Antonio","TX","78254","Supercenter"
2865,4/19/2000 ,,,"53","063","2301 WEST WELLESLEY AVE","Spokane","WA","99205","Wal-Mart"
2866,7/16/2003 ,,,"26","065","5110 TIMES SQUARE","Lansing (E)","MI","48864","Wal-Mart"
2867,8/25/2004 ,,,"26","065","3225 TOWNE CENTRE BLVD","Lansing (N)","MI","48912","Wal-Mart"
2869,1/24/2001 ,,,"26","045","409 N. MARKETPLACE BLVD.","Lansing (W)","MI","48917","Wal-Mart"
2871,1/22/2003 ,,,"34","005","2501 ROUTE 130 SOUTH","Cinnaminson","NJ","08077","Wal-Mart"
2872,1/24/2001 ,,,"26","163","10562 BELLEVILLE ROAD","Van Buren Township","MI","48111","Wal-Mart"
2873,1/24/2001 ,,,"26","125","2001 WEST MAPLE ROAD","Troy","MI","48084","Wal-Mart"
2874,4/17/2002 ,4/17/2002 ,0,"36","093","200 DUTCH MEADOWS LANE","Glenville","NY","12302","Supercenter"
2881,7/18/2001 ,7/18/2001 ,0,"12","097","1471 EAST OSCEOLA PARKWAY","Kissimmee (E)","FL","34744","Supercenter"
2882,1/24/2001 ,11/16/2005 ,1,"27","053","9451 DUNKIRK LANE NO.","Maple Grove","MN","55311","Supercenter"
2883,7/12/2000 ,7/12/2000 ,1,"48","085","8801 OHIO DRIVE","Plano","TX","75024","Supercenter"
2884,1/24/2001 ,1/24/2001 ,1,"32","003","8060 WEST TROPICAL PKWY","Las Vegas","NV","89149","Supercenter"
2885,1/26/2000 ,,,"44","005","199 CONNELL HIGHWAY","Newport","RI","02840","Wal-Mart"
2886,9/18/2002 ,,,"06","037","8500 WASHINGTON BLVD","Pico Rivera","CA","90660","Wal-Mart"
2888,3/14/2001 ,3/14/2001 ,0,"42","075","100 NO LONDONDERRY SQUARE","Palmyra","PA","17078","Supercenter"
2889,5/17/2000 ,5/17/2000 ,1,"19","045","2715 S. 25TH ST.","Clinton","IA","52732","Supercenter"
2890,3/17/2004 ,3/17/2004 ,0,"13","021","5955 ZEBULON ROAD","Macon","GA","31201","Supercenter"
2891,6/14/2000 ,6/14/2000 ,1,"48","135","2450 WEST LOOP 338","Odessa","TX","79763","Supercenter"
2892,8/16/2000 ,8/16/2000 ,1,"08","035","11101 SO. PARKER ROAD","Parker","CO","80134","Supercenter"
2893,7/19/2000 ,7/19/2000 ,1,"20","125","121 SO. PETER PAN ROAD","Independence","KS","67301","Supercenter"
2894,2/28/2001 ,2/28/2001 ,1,"24","023","13164 GARRETT HWY","Oakland","MD","21550","Supercenter"
2896,10/11/2000 ,,,"09","009","656 NEW HAVEN AVENUE","Derby","CT","06418","Wal-Mart"
2897,4/19/2000 ,,,"09","003","235 QUEEN STREET","Southington","CT","06489","Wal-Mart"
2898,8/22/2001 ,,,"09","007","665 BOSTON POST ROAD","Old Saybrook","CT","06475","Wal-Mart"
2899,1/24/2001 ,,,"09","003","255 W. MAIN STREET","Avon","CT","06001","Wal-Mart"
2900,7/19/2000 ,,,"09","003","80 TOWN LINE ROAD","Rockyhill","CT","06067","Wal-Mart"
2901,1/24/2001 ,,,"25","015","180 NORTH KING STREET","Northampton","MA","01060","Wal-Mart"
2902,6/19/2002 ,,,"25","017","121 WORCESTER ROAD","Framingham","MA","01701","Wal-Mart"
2903,5/17/2000 ,,,"25","017","66-4 PARKHURST RD","Chelmsford","MA","01824","Wal-Mart"
2904,7/19/2000 ,,,"25","023","700 OAK STREET","Brockton","MA","02301","Wal-Mart"
2905,1/24/2001 ,,,"36","087","250 RT 59","Airmont","NY","10901","Wal-Mart"
2906,1/24/2001 ,,,"36","103","765 OLD COUNTRY ROAD","Riverhead","NY","11901","Wal-Mart"
2908,9/20/2000 ,9/20/2000 ,1,"37","123","201 MONTGOMERY CROSSING","Biscoe","NC","27209","Supercenter"
2909,4/17/2002 ,4/17/2002 ,0,"42","049","961 RT 6","Corry","PA","16407","Supercenter"
2910,3/19/2003 ,3/19/2003 ,0,"39","029","2875 EAST STATE STREET","Salem","OH","44460","Supercenter"
2911,8/14/2002 ,8/14/2002 ,0,"36","075","3018 EAST AVENUE","Central Square","NY","13036","Supercenter"
2912,1/24/2001 ,,,"26","163","7555 TELEGRAPH ROAD","Taylor","MI","48180","Wal-Mart"
2913,1/24/2001 ,1/24/2001 ,1,"22","089","13001 HWY 90","Boutte","LA","70039","Supercenter"
2914,7/19/2000 ,7/19/2000 ,1,"39","151","1 MASSILLON MARKET PLACE DR","Massillon","OH","44646","Supercenter"
2915,1/22/2003 ,,,"36","103","3990 NESCONSET HIGHWAY","South Setauket","NY","11733","Wal-Mart"
2916,1/23/2002 ,,,"36","059","2465 HEMPSTEAD TURNPIKE","East Meadow","NY","11554","Wal-Mart"
2917,1/22/2003 ,,,"36","103","1850 VETERANS MEMORIAL HWY","Islandia","NY","11749","Wal-Mart"
2920,4/18/2001 ,4/18/2001 ,0,"12","019","1505 COUNTY ROAD 220","Orange Park","FL","32003","Supercenter"
2921,2/28/2001 ,2/28/2001 ,1,"49","057","534 HARRISVILLE ROAD","Ogden","UT","84404","Supercenter"
2922,10/25/2000 ,10/25/2000 ,1,"04","019","7635 NO. LA CHOLLA BLVD","Tucson","AZ","85741","Supercenter"
2923,1/24/2001 ,1/24/2001 ,1,"30","111","1649 MAIN STREET","Billings","MT","59105","Supercenter"
2924,5/15/2002 ,5/15/2002 ,0,"35","001","2550 COORS BLDV. NW","Albuquerque (W)","NM","87120","Supercenter"
2925,1/24/2001 ,,,"06","055","681 LINCOLN AVENUE","Napa","CA","94558","Wal-Mart"
2926,10/25/2000 ,10/25/2000 ,1,"48","085","6000 COIT RD","Plano (C)","TX","75023","Supercenter"
2927,1/24/2001 ,9/21/2005 ,1,"41","051","23500 N.E. SANDY BLVD","Wood Village","OR","97060","Supercenter"
2928,10/11/2000 ,10/11/2000 ,1,"45","015","605 ST. JAMES AVENUE","Goose Creek","SC","29445","Supercenter"
2929,2/28/2001 ,2/28/2001 ,1,"37","051","3030 NORTH MAIN","Hope Mills","NC","28348","Supercenter"
2931,7/19/2000 ,7/19/2000 ,1,"24","045","409 N. FRUITLAND","Fruitland","MD","21804","Supercenter"
2932,1/24/2001 ,1/24/2001 ,1,"47","093","10900 PARKSIDE DRIVE","Knoxville","TN","37922","Supercenter"
2933,8/16/2000 ,8/16/2000 ,1,"54","055","201 GREASY RIDGE ROAD","Princeton","WV","24740","Supercenter"
2934,10/25/2000 ,10/25/2000 ,1,"17","045","15150 US HWY 150","Paris","IL","61944","Supercenter"
2935,8/16/2000 ,8/16/2000 ,1,"19","125","814 WEST BELL AVENUE","Knoxville","IA","50138","Supercenter"
2936,1/23/2002 ,,,"55","079","8700 NORTH SERVITE DRIVE","Milwaukee (N)","WI","53223","Wal-Mart"
2937,2/28/2001 ,2/28/2001 ,1,"27","137","12080 HWY 169","Hibbing","MN","55746","Supercenter"
2938,9/20/2000 ,9/20/2000 ,1,"22","055","2428 WEST PINHOOK ROAD","Lafayette","LA","70508","Supercenter"
2939,1/24/2001 ,1/24/2001 ,1,"28","121","200 MARKETPLACE DRIVE","Richland","MS","39218","Supercenter"
2941,1/23/2002 ,1/23/2002 ,0,"13","121","5200 WINDWARD PARKWAY","Alpharetta","GA","30004","Supercenter"
2945,5/15/2002 ,5/15/2002 ,0,"42","029","100 COMMONS DRIVE","Parkesburg","PA","19365","Supercenter"
2947,3/14/2001 ,,,"53","011","9000 N.E. HWY 99","Vancouver","WA","98665","Wal-Mart"
2948,9/18/2002 ,,,"06","037","13310 TELEGRAPH ROAD","Santa Fe Springs","CA","90670","Wal-Mart"
2949,10/30/2002 ,,,"06","037","151 EAST 5TH STREET","Long Beach","CA","90802","Wal-Mart"
2950,1/23/2002 ,,,"06","037","37140 47TH STREET EAST","Palmdale (E)","CA","93552","Wal-Mart"
2951,1/23/2002 ,,,"06","037","1731 EAST AVENUE J","Lancaster (E)","CA","93535","Wal-Mart"
2952,1/24/2001 ,,,"06","065","41200 MURRIETA HOT SPRINGS RD","Murieta","CA","92562","Wal-Mart"
2953,10/24/2001 ,,,"25","005","262 SWANSEA MALL DRIVE","Swansea","MA","02777","Wal-Mart"
2954,10/25/2000 ,,,"09","001","650 MAIN AVENUE","Norwalk","CT","06851","Wal-Mart"
2955,9/18/2002 ,9/18/2002 ,0,"29","095","1701 WEST 133RD STREET","Kansas City (S)","MO","64145","Supercenter"
2956,9/15/2004 ,,,"17","197","1401 ILLINOIS ROUTE 59","Joliet (N)","IL","60431","Wal-Mart"
2957,2/28/2001 ,2/28/2001 ,1,"27","005","1583 HWY 10 WEST","Detroit Lakes","MN","56501","Supercenter"
2958,5/16/2001 ,5/16/2001 ,0,"55","015","3701 EAST CALUMET ST.","Appleton (E)","WI","54915","Supercenter"
2959,7/18/2001 ,,,"26","099","28804 GRATIOT AVENUE","Roseville","MI","48066","Wal-Mart"
2960,1/22/2003 ,,,"06","037","4101 SOUTH CRENSHAW BLVD","Los Angeles(Baldwin)","CA","90008","Wal-Mart"
2962,8/14/2002 ,8/14/2002 ,0,"12","011","2300 WEST ATLANTIC BLVD","Pompano Beach (W)","FL","33069","Supercenter"
2963,10/24/2001 ,10/24/2001 ,1,"12","011","6001 CORAL RIDGE DRIVE","Coral Springs (W)","FL","33076","Supercenter"
2965,9/19/2001 ,,,"09","003","3164 BERLIN TURNPIKE","Newington","CT","06111","Wal-Mart"
2966,10/27/2004 ,10/27/2004 ,0,"39","103","222 SMOKERISE DRIVE","Wadsworth","OH","44281","Supercenter"
2967,9/15/2004 ,9/15/2004 ,0,"21","117","3450 VALLEY PLAZA PARKWAY","Fort Wright","KY","41017","Supercenter"
2968,1/24/2001 ,1/24/2001 ,1,"21","041","200 FLOYD DRIVE","Carrollton","KY","41008","Supercenter"
2978,2/28/2001 ,2/28/2001 ,1,"48","439","7451 MCCART AVENUE","Fort Worth (S)","TX","76133","Supercenter"
2980,5/19/2004 ,5/19/2004 ,0,"48","439","8520 NORTH BEACH STREET","Forth Worth","TX","76137","Supercenter"
2985,1/23/2002 ,,,"06","019","7065 NORTH INGRAM AVENUE","Fresno (N)","CA","93650","Wal-Mart"
2986,3/17/2004 ,3/17/2004 ,0,"55","139","1155 WINNECONNE AVENUE","Neenah","WI","54956","Supercenter"
2988,10/11/2000 ,10/11/2000 ,1,"13","295","2625 NO. HWY 27","LaFayette","GA","30728","Supercenter"
2989,8/24/2005 ,,,"06","001","44009 OSGOOD ROAD","Fremont","CA","94539","Wal-Mart"
2990,3/14/2001 ,3/14/2001 ,0,"46","035","1101 EAST SPRUCE ST.","Mitchell","SD","57301","Supercenter"
2991,10/24/2001 ,10/24/2001 ,1,"48","491","201 WALTON WAY","Cedar Park","TX","78613","Supercenter"
2992,9/19/2001 ,9/19/2001 ,1,"36","101","9951 CHATFIELD PLACE","Corning","NY","14870","Supercenter"
2993,2/28/2001 ,2/28/2001 ,1,"48","157","345 HWY 6","Sugar Land","TX","77478","Supercenter"
2994,3/14/2001 ,3/14/2001 ,0,"29","021","3022 SOUTH BELT HWY","St. Joseph (S)","MO","64503","Supercenter"
2996,3/14/2001 ,3/14/2001 ,0,"48","121","18121 MARSH LANE","Dallas (NW)","TX","75287","Supercenter"
3200,1/24/2001 ,,,"25","021","740 MIDDLE STREET","Weymouth","MA","02188","Wal-Mart"
3201,3/14/2001 ,3/14/2001 ,0,"13","151","135 WILLOW LANE","McDonough","GA","30253","Supercenter"
3205,3/14/2001 ,3/14/2001 ,0,"13","097","1100 THORNTON ROAD","Lithia Springs","GA","30122","Supercenter"
3206,8/14/2002 ,8/14/2002 ,0,"39","003","2400 HARDING HIGHWAY","Lima","OH","45804","Supercenter"
3207,1/21/2004 ,1/21/2004 ,0,"12","117","1601 RINEHART ROAD","Sanford","FL","32771","Supercenter"
3208,4/18/2001 ,4/18/2001 ,0,"49","049","660 SOUTH 1750 WEST","Springville","UT","84663","Supercenter"
3209,1/24/2001 ,11/2/2005 ,1,"27","141","18185 ZANE STREET","Elk River","MN","55330","Supercenter"
3210,10/24/2001 ,10/24/2001 ,1,"17","167","2760 NO. DIRKSEN PKWY","Springfield (NE)","IL","62702","Supercenter"
3213,1/24/2001 ,1/24/2001 ,1,"48","339","3040 COLLEGE PARK DRIVE","The Woodlands (N)","TX","77384","Supercenter"
3214,1/24/2001 ,1/24/2001 ,1,"51","800","6259 COLLEGE DRIVE","Suffolk (N)","VA","23435","Supercenter"
3216,5/16/2001 ,5/16/2001 ,0,"51","810","1149 NIMMO PARKWAY","Virginia Beach (SE)","VA","23456","Supercenter"
3217,5/16/2001 ,5/16/2001 ,0,"53","001","1860 EAST MAIN ST.","Othello","WA","99344","Supercenter"
3218,1/23/2002 ,,,"53","053","20307 MOUNTAIN HWY EAST","Spanaway","WA","98387","Wal-Mart"
3219,1/22/2003 ,1/22/2003 ,0,"51","199","731 EAST ROCHAMBEAU ROAD","Williamsburg","VA","23188","Supercenter"
3220,1/23/2002 ,1/23/2002 ,0,"49","053","2610 SOUTH PIONEER ROAD","St. George (S)","UT","84790","Supercenter"
3221,3/19/2003 ,3/19/2003 ,0,"36","097","515 EAST 4TH STREET","Watkins Glen","NY","14891","Supercenter"
3222,8/25/2004 ,8/25/2004 ,0,"45","077","1286 EIGHTEEN MILE ROAD","Clemson","SC","29630","Supercenter"
3223,7/17/2002 ,7/17/2002 ,0,"42","007","#100 CHIPPEWA TOWN CENTRE","Chippewa","PA","15010","Supercenter"
3224,2/28/2001 ,2/28/2001 ,1,"48","113","555 WEST I-30","Garland (SE)","TX","75043","Supercenter"
3225,3/14/2001 ,3/14/2001 ,0,"48","113","2501 LAKEVIEW PKWY","Rowlett","TX","75089","Supercenter"
3226,3/14/2001 ,3/14/2001 ,0,"48","201","25108 MARKET PLACE DRIVE","Houston (Katy Mills)","TX","77494","Supercenter"
3228,9/17/2003 ,9/17/2003 ,0,"42","129","6700 HOLLYWOOD BLVD","Delmont","PA","15626","Supercenter"
3229,1/24/2001 ,1/24/2001 ,1,"48","487","3800 HWY 287 WEST","Vernon","TX","76384","Supercenter"
3230,3/14/2001 ,3/14/2001 ,0,"05","125","400 BRYANT AVENUE","Bryant","AR","72022","Supercenter"
3231,3/19/2003 ,3/19/2003 ,0,"05","131","551 LIBERTY DRIVE","Greenwood","AR","72936","Supercenter"
3232,1/23/2002 ,1/23/2002 ,0,"49","035","7671 SOUTH 3800 WEST","West Jordan","UT","84084","Supercenter"
3233,2/20/2002 ,2/20/2002 ,0,"27","007","2025 PAUL BUNYAN DRIVE N.W.","Bemidji","MN","56601","Supercenter"
3234,2/20/2002 ,2/20/2002 ,0,"47","073","4331 HIGHWAY 66","Rogersville","TN","37857","Supercenter"
3235,9/14/2005 ,9/14/2005 ,0,"12","086","1425 NORTHEAST 163RD STREET","North Miami Beach","FL","33162","Supercenter"
3237,10/16/2002 ,10/16/2002 ,0,"46","099","5521 E ARROWHEAD PARKWAY","Sioux Falls (E)","SD","57110","Supercenter"
3239,1/23/2002 ,,,"41","039","2659 OLYMPIC STREET","Springfield","OR","97477","Wal-Mart"
3241,1/22/2003 ,1/22/2003 ,0,"04","013","18551 NO. 83RD AVENUE","Glendale","AZ","85308","Supercenter"
3243,9/18/2002 ,9/18/2002 ,0,"51","161","4524 CHALLENGER AVENUE","Roanoke","VA","24012","Supercenter"
3245,2/20/2002 ,2/20/2002 ,0,"55","113","15594 STATE HIGHWAY 77","Hayward","WI","54843","Supercenter"
3247,1/22/2003 ,1/22/2003 ,0,"55","127","1819 EAST GENEVA STREET","Delavan","WI","53115","Supercenter"
3248,5/15/2002 ,,,"06","059","1340 SOUTH BEACH BLVD","La Habra","CA","90631","Wal-Mart"
3250,1/22/2003 ,,,"39","055","7235 MARKET PLACE DRIVE","Bainbridge","OH","44023","Wal-Mart"
3251,7/18/2001 ,7/18/2001 ,0,"39","047","1397 LEESBURG AVENUE","Washington","OH","43160","Supercenter"
3252,1/24/2001 ,,,"42","045","605 CONCHESTER HWY","Boothwyn","PA","19061","Wal-Mart"
3253,8/22/2001 ,8/22/2001 ,0,"42","049","108 WASHINGTON TOWNE BLVD","Edinboro","PA","16412","Supercenter"
3254,1/21/2004 ,1/21/2004 ,0,"32","031","5260 WEST 7TH STREET","Reno","NV","89523","Supercenter"
3255,8/15/2001 ,8/15/2001 ,0,"17","019","505 SO. DUNLAP AVENUE","Savoy","IL","61874","Supercenter"
3258,5/15/2002 ,11/2/2005 ,1,"41","039","4550 WEST 11TH AVENUE","Eugene (W)","OR","97402","Supercenter"
3259,8/22/2001 ,8/22/2001 ,0,"30","063","3555 MULLAN ROAD","Missoula (2)","MT","59808","Supercenter"
3260,8/22/2001 ,8/22/2001 ,0,"53","025","1399 S.E. BLVD","Ephrata","WA","98823","Supercenter"
3261,10/24/2001 ,9/21/2005 ,1,"53","005","2801 DUPORTAIL STREET","Richland","WA","99352","Supercenter"
3262,10/24/2001 ,10/24/2001 ,1,"39","059","61205 SOUTHGATE PKWY","Cambridge","OH","43725","Supercenter"
3265,7/17/2002 ,7/17/2002 ,0,"51","199","2601 GEO. WASHINGTON MEM. HWY","Tabb","VA","23693","Supercenter"
3266,5/4/2005 ,,,"34","021","839 ROUTE 130 NORTH","East Windsor","NJ","08520","Wal-Mart"
3267,4/18/2001 ,4/18/2001 ,0,"31","055","18201 WRIGHT ST.","Omaha (W)","NE","68130","Supercenter"
3268,7/18/2001 ,7/18/2001 ,0,"55","067","200 HWY 64 EAST","Antigo","WI","54409","Supercenter"
3269,6/19/2002 ,6/19/2002 ,0,"23","017","258 RIVER ROAD","Mexico","ME","04257","Supercenter"
3270,9/19/2001 ,9/19/2001 ,1,"51","197","345 COMMONWEALTH DRIVE","Wytheville","VA","24382","Supercenter"
3271,6/20/2001 ,6/20/2001 ,0,"01","117","5100 HIGHWAY 31","Calera","AL","35040","Supercenter"
3273,9/17/2003 ,9/17/2003 ,0,"20","091","15700 METCALF AVENUE","Overland Park","KS","66223","Supercenter"
3274,8/14/2002 ,8/14/2002 ,1,"48","439","9101 NORTH TARRANT PARKWAY","N.Richland Hills(N)","TX","76180","Supercenter"
3276,8/20/2003 ,,,"06","071","4001 HALLMARK PARKWAY","San Bernardino","CA","92407","Wal-Mart"
3277,9/19/2001 ,9/19/2001 ,1,"32","031","155 DAMONTE RANCH PKWY","Reno (Spring Valley)","NV","89511","Supercenter"
3278,3/19/2003 ,3/19/2003 ,0,"31","109","8700 ANDERMATT DRIVE","Lincoln","NE","68526","Supercenter"
3279,9/18/2002 ,9/18/2002 ,0,"48","029","2100 LOOP 410 SE","San Antonio (SE)","TX","78220","Supercenter"
3280,8/14/2002 ,8/14/2002 ,0,"36","055","1490 HUDSON AVENUE","Irondequoit","NY","14621","Supercenter"
3281,1/21/2004 ,1/21/2004 ,0,"42","049","5741 BUFFALO ROAD","Harborcreek","PA","16421","Supercenter"
3282,10/24/2001 ,10/24/2001 ,1,"39","073","12910 STATE ROUTE 664","Logan","OH","43138","Supercenter"
3283,8/22/2001 ,8/22/2001 ,0,"20","173","10600 WEST 21ST STREET","Wichita (NW)","KS","67205","Supercenter"
3285,9/18/2002 ,9/18/2002 ,0,"48","113","621 UPTOWN BLVD","Cedar Hill","TX","75104","Supercenter"
3286,10/24/2001 ,10/24/2001 ,1,"48","121","1035 HICKORY CREEK BLVD","Hickory Creek","TX","76210","Supercenter"
3288,3/20/2002 ,3/20/2002 ,0,"22","033","10200 SULLIVAN ROAD","Baton Rouge (Central)","LA","70818","Supercenter"
3289,10/24/2001 ,10/24/2001 ,1,"37","009","1489 MOUNT JEFFERSON ROAD","West Jefferson","NC","28694","Supercenter"
3291,1/23/2002 ,,,"34","027","40 INTERNATIONAL DRIVE SOUTH","Mount Olive (Newark)","NJ","07836","Wal-Mart"
