"Col1","person","dept","eow","cause","cause_short","date","year","canine","dept_name","state","description","latitude","longitude","state_name"
"2704","Police Officer Joseph Navas","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2705","Police Officer James Parham","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2706","Police Officer Antonio Rodrigues","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2707","Police Officer Robert Fazio","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2708","Police Officer Moira Smith","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2709","Police Officer Richard Rodriguez","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2710","Police Officer John Skala","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2711","Police Officer Walwyn Stuart","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2712","Police Officer James Leahy","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2713","Police Officer Michael Wholey","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2714","Police Officer Ramon Suarez","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2715","Police Officer Bruce Reynolds","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2716","Police Officer Mark Joseph Ellis","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2717","Police Officer Walter McNeil","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2718","Police Officer James Lynch","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2719","K9 Sirius","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","True","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2720","Sergeant Timothy Roy","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2721","Sergeant John Coughlin","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2722","Sergeant Michael Curtin","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2723","Sergeant Rodney Gillis","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2724","Sergeant Robert Kaulfers","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2725","Police Officer Dominick Pezzulo","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2726","Police Officer Donald McIntyre","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2727","Police Officer Uhuru Gonja Houston","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2728","Police Officer Brian McDonnell","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2729","Police Officer Paul Jurgens","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2730","Police Officer Paul Laszczynski","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2731","Police Officer David P. LeMagne","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2732","Police Officer John Lennon","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2733","Police Officer John Levi","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2734","Police Officer Paul Talty","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2735","Police Officer Stephen Driscoll","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2736","Police Officer Santos Valentin","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2737","Police Officer Stephen Huczko, Jr.","Port Authority of New York and New Jersey Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"2738","Police Officer Glen Pettit","New York City Police Department, NY","EOW: Tuesday, September 11, 2001","Cause of Death: Terrorist attack","Terrorist attack","2001-09-11","2001","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"2739","Deputy Sheriff Matt Herzog","Whatcom County Sheriff's Office, WA","EOW: Thursday, September 13, 2001","Cause of Death: Automobile accident","Automobile accident","2001-09-13","2001","False","Whatcom County Sheriff's Office","WA","Olympia","47.035805","-122.905014","Washington"
"2740","Lieutenant Monica Carey","Clayton Police Department, NC","EOW: Friday, September 14, 2001","Cause of Death: Vehicular assault","Vehicular assault","2001-09-14","2001","False","Clayton Police Department","NC","Raleigh","35.78043","-78.639099","North Carolina"
"2741","Lieutenant Jesse Pratt","Anson County Sheriff's Office, NC","EOW: Saturday, September 15, 2001","Cause of Death: Automobile accident","Automobile accident","2001-09-15","2001","False","Anson County Sheriff's Office","NC","Raleigh","35.78043","-78.639099","North Carolina"
"2742","Deputy Sheriff Paul Grahovac","Alger County Sheriff's Department, MI","EOW: Saturday, September 15, 2001","Cause of Death: Struck by vehicle","Struck by vehicle","2001-09-15","2001","False","Alger County Sheriff's Department","MI","Lansing","42.733635","-84.555328","Michigan"
"2743","Deputy Sheriff Jason Matthew Baker","Marion County Sheriff's Department, IN","EOW: Monday, September 17, 2001","Cause of Death: Gunfire","Gunfire","2001-09-17","2001","False","Marion County Sheriff's Department","IN","Indianapolis","39.768623","-86.162643","Indiana"
"2744","Sergeant James E. Faraone","Salt Lake City Police Department, UT","EOW: Tuesday, September 18, 2001","Cause of Death: Automobile accident","Automobile accident","2001-09-18","2001","False","Salt Lake City Police Department","UT","Salt Lake City","40.777477","-111.888237","Utah"
"2745","Police Officer Donan James ""Jim"" Faulkner, Jr.","Peoria Police Department, IL","EOW: Thursday, September 20, 2001","Cause of Death: Gunfire","Gunfire","2001-09-20","2001","False","Peoria Police Department","IL","Springfield","39.798363","-89.654961","Illinois"
"2746","Deputy Sheriff James Brian Collins","Bladen County Sheriff's Office, NC","EOW: Wednesday, September 26, 2001","Cause of Death: Vehicle pursuit","Vehicle pursuit","2001-09-26","2001","False","Bladen County Sheriff's Office","NC","Raleigh","35.78043","-78.639099","North Carolina"
"2747","Police Officer James B. Gilbert","Norfolk Police Department, VA","EOW: Friday, September 28, 2001","Cause of Death: Gunfire","Gunfire","2001-09-28","2001","False","Norfolk Police Department","VA","Richmond","37.538857","-77.43364","Virginia"
