Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Latitude,Longitude,Location
63923030,1/29/2025 9:23,1/31/2025 14:54,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11225,670 FLATBUSH AVENUE,FLATBUSH AVENUE,HAWTHORNE STREET,WESTBURY COURT,HAWTHORNE STREET,WESTBURY COURT,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,Closed,,1/29/2025 22:52,09 BROOKLYN,BROOKLYN,995293,178640,Unspecified,BROOKLYN,40.65699534,-73.96019962,POINT (-73.96019962261676 40.65699534418727)
63926698,1/29/2025 9:05,1/30/2025 9:33,DSNY,Department of Sanitation,Dead Animal,Squirrel,Sidewalk,11105,21-35 28 STREET,28 STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,ADDRESS,ASTORIA,28 STREET,,Closed,,1/30/2025 7:58,01 QUEENS,QUEENS,1008874,222867,Unspecified,QUEENS,40.77836041,-73.91109021,POINT (-73.91109020639954 40.778360406908774)
63930128,1/29/2025 9:03,1/29/2025 11:34,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,10029,1905 2 AVENUE,2 AVENUE,EAST   97 STREET,EAST   99 STREET,EAST   97 STREET,EAST   99 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,1/29/2025 11:34,11 MANHATTAN,MANHATTAN,999165,225489,Unspecified,MANHATTAN,40.78557882,-73.94614063,POINT (-73.94614062722607 40.785578815397734)
63921829,1/29/2025 8:49,1/31/2025 15:05,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11203,111 EAST   54 STREET,EAST   54 STREET,CLARKSON AVENUE,LENOX ROAD,CLARKSON AVENUE,LENOX ROAD,ADDRESS,BROOKLYN,EAST   54 STREET,,Closed,,1/29/2025 13:07,17 BROOKLYN,BROOKLYN,1004517,178399,Unspecified,BROOKLYN,40.65631754,-73.92695589,POINT (-73.92695588892066 40.65631754465523)
63924177,1/29/2025 8:37,1/31/2025 14:54,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11225,663 FLATBUSH AVENUE,FLATBUSH AVENUE,HAWTHORNE STREET,WESTBURY COURT,HAWTHORNE STREET,WESTBURY COURT,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,Closed,,1/29/2025 22:53,09 BROOKLYN,BROOKLYN,995292,178681,Unspecified,BROOKLYN,40.65710788,-73.96020316,POINT (-73.96020315960956 40.657107881430726)
63922857,1/29/2025 8:20,2/7/2025 14:51,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,11238,MOUNT PROSPECT PARK,MOUNT PROSPECT PARK,GRAND ARMY PLAZA,EAST DRIVE,GRAND ARMY PLAZA,EAST DRIVE,UNRECOGNIZED,BROOKLYN,MOUNT PROSPECT PARK,,Closed,,2/7/2025 14:51,55 BROOKLYN,BROOKLYN,993459,184014,Unspecified,BROOKLYN,40.67174788,-73.96680225,POINT (-73.96680225098689 40.67174787918547)
63923713,1/29/2025 7:31,1/29/2025 8:46,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10014,410 HUDSON STREET,HUDSON STREET,CLARKSON STREET,LEROY STREET,CLARKSON STREET,LEROY STREET,ADDRESS,NEW YORK,HUDSON STREET,,Closed,,1/29/2025 8:46,02 MANHATTAN,MANHATTAN,982325,205091,Unspecified,MANHATTAN,40.72960389,-74.0069455,POINT (-74.00694550429601 40.72960389182651)
63927955,1/29/2025 7:31,1/31/2025 15:05,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11203,5421 BEVERLY ROAD,BEVERLY ROAD,EAST   54 STREET,EAST   55 STREET,EAST   54 STREET,EAST   55 STREET,ADDRESS,BROOKLYN,BEVERLEY ROAD,,Closed,,1/29/2025 13:05,17 BROOKLYN,BROOKLYN,1004883,174854,Unspecified,BROOKLYN,40.64658645,-73.92564764,POINT (-73.92564763693309 40.64658644916188)
63922924,1/29/2025 4:11,1/29/2025 16:08,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Mixed Use Building,11206,101 HUMBOLDT STREET,HUMBOLDT STREET,SEIGEL STREET,BORINQUEN PLZ II PEDESTRIAN PATH,SEIGEL STREET,BORINQUEN PLZ II PEDESTRIAN PATH,ADDRESS,BROOKLYN,HUMBOLDT STREET,N/A,Closed,,1/29/2025 4:11,01 BROOKLYN,BROOKLYN,1000590,196049,Unspecified,BROOKLYN,40.70477089,-73.94106635,POINT (-73.94106635226046 40.70477089330443)
63922747,1/29/2025 3:37,1/29/2025 4:58,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,10025,830 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  100 STREET,WEST  101 STREET,WEST  100 STREET,WEST  101 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,1/29/2025 4:58,07 MANHATTAN,MANHATTAN,993034,229626,Unspecified,MANHATTAN,40.79694199,-73.96827479,POINT (-73.9682747926891 40.796941985756135)
63911328,1/29/2025 1:44,1/29/2025 2:24,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11221,46 WEIRFIELD STREET,WEIRFIELD STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,WEIRFIELD STREET,,Closed,,1/29/2025 2:24,04 BROOKLYN,BROOKLYN,1007830,189636,Unspecified,BROOKLYN,40.68715237,-73.91497623,POINT (-73.91497623324788 40.687152374647944)
63916833,1/28/2025 23:48,1/31/2025 11:50,DSNY,Department of Sanitation,Dead Animal,Dog,Sidewalk,10468,GRAND AVENUE,GRAND AVENUE,GRAND AVENUE,WEST FORDHAM ROAD,GRAND AVENUE,WEST FORDHAM ROAD,INTERSECTION,,,,Closed,,1/29/2025 6:41,07 BRONX,BRONX,1010992,253610,Unspecified,BRONX,40.86273505,-73.90332024,POINT (-73.90332024389409 40.86273505373792)
63919908,1/28/2025 23:04,1/30/2025 15:00,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,11234,EAST   57 STREET,EAST   57 STREET,AVENUE H,AVENUE I,AVENUE H,AVENUE I,BLOCKFACE,,,,Closed,,1/29/2025 12:12,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,
63920605,1/28/2025 22:54,1/29/2025 12:05,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11102,21-02 30 AVENUE,30 AVENUE,21 STREET,23 STREET,21 STREET,23 STREET,ADDRESS,ASTORIA,30 AVENUE,,Closed,,1/29/2025 7:41,01 QUEENS,QUEENS,1004301,219740,Unspecified,QUEENS,40.76978917,-73.92761124,POINT (-73.92761124405673 40.76978917104713)
63912875,1/28/2025 22:50,1/28/2025 22:50,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10038,388 PEARL STREET,PEARL STREET,AVENUE OF THE FINEST,ST JAMES PLACE,AVENUE OF THE FINEST,ST JAMES PLACE,ADDRESS,NEW YORK,PEARL STREET,,Closed,,1/28/2025 22:50,03 MANHATTAN,MANHATTAN,984047,198199,Unspecified,MANHATTAN,40.71068722,-74.00073223,POINT (-74.00073222713864 40.71068721957259)
63920750,1/28/2025 22:38,1/29/2025 2:12,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11364,49-04 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,49 AVENUE,50 AVENUE,49 AVENUE,50 AVENUE,ADDRESS,OAKLAND GARDENS,FRANCIS LEWIS BOULEVARD,,Closed,,1/29/2025 2:12,11 QUEENS,QUEENS,1045376,212956,Unspecified,QUEENS,40.7509803,-73.77938308,POINT (-73.7793830766419 40.750980296638865)
63916852,1/28/2025 22:19,1/29/2025 6:47,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,3+ Family Apartment Building,10009,430 EAST    6 STREET,EAST    6 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST    6 STREET,N/A,Closed,,1/28/2025 22:19,03 MANHATTAN,MANHATTAN,988306,203798,Unspecified,MANHATTAN,40.7260542,-73.98536651,POINT (-73.9853665116962 40.726054201635584)
63920749,1/28/2025 22:12,2/7/2025 14:04,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,11354,25-03 149 STREET,149 STREET,25 AVENUE,25 DRIVE,25 AVENUE,25 DRIVE,ADDRESS,FLUSHING,149 STREET,,Closed,,2/7/2025 14:04,07 QUEENS,QUEENS,1034764,222108,Unspecified,QUEENS,40.77616711,-73.81761518,POINT (-73.81761517779653 40.77616711328617)
63915685,1/28/2025 22:09,1/31/2025 11:50,DSNY,Department of Sanitation,Dead Animal,Dog,Sidewalk,10468,48 WEST FORDHAM ROAD,WEST FORDHAM ROAD,DAVIDSON AVENUE,GRAND AVENUE,DAVIDSON AVENUE,GRAND AVENUE,ADDRESS,BRONX,WEST FORDHAM ROAD,,Closed,,1/29/2025 6:55,07 BRONX,BRONX,1011034,253601,Unspecified,BRONX,40.86271022,-73.90316844,POINT (-73.90316843832204 40.86271022414143)
63920073,1/28/2025 20:27,1/29/2025 3:22,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11226,309 MARLBOROUGH ROAD,MARLBOROUGH ROAD,BEVERLEY ROAD,CORTELYOU ROAD,BEVERLEY ROAD,CORTELYOU ROAD,ADDRESS,BROOKLYN,MARLBOROUGH ROAD,,Closed,,1/29/2025 3:22,14 BROOKLYN,BROOKLYN,994052,173398,Unspecified,BROOKLYN,40.64260865,-73.96467996,POINT (-73.96467996180736 40.64260865384686)
63920544,1/28/2025 20:24,1/28/2025 20:24,DOHMH,Department of Health and Mental Hygiene,Animal Facility - No Permit,N/A,Kennel/Animal Shelter,10025,294 WEST   92 STREET,WEST   92 STREET,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,ADDRESS,NEW YORK,WEST   92 STREET,,Closed,,1/28/2025 20:24,07 MANHATTAN,MANHATTAN,991221,228037,Unspecified,MANHATTAN,40.79258223,-73.97482446,POINT (-73.97482446089866 40.792582227459604)
63912857,1/28/2025 20:02,1/29/2025 13:00,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,11372,37-44 77 STREET,77 STREET,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,ADDRESS,JACKSON HEIGHTS,77 STREET,,Closed,,1/29/2025 4:01,03 QUEENS,QUEENS,1015050,211792,Unspecified,QUEENS,40.74794305,-73.88884131,POINT (-73.88884130994893 40.74794304615375)
63915594,1/28/2025 19:53,1/28/2025 20:48,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11222,MCCARREN PARK,MCCARREN PARK,BAYARD STREET,DRIGGS AVENUE,BAYARD STREET,DRIGGS AVENUE,UNRECOGNIZED,BROOKLYN,MCCARREN PARK,,Closed,,1/28/2025 20:48,01 BROOKLYN,BROOKLYN,997610,201904,Unspecified,BROOKLYN,40.72084647,-73.95180273,POINT (-73.95180272776703 40.72084647199604)
63911901,1/28/2025 19:08,1/29/2025 12:05,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11421,91-44 87 STREET,87 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,87 STREET,,Closed,,1/29/2025 7:44,09 QUEENS,QUEENS,1024375,189746,Unspecified,QUEENS,40.68739476,-73.8553184,POINT (-73.85531840299254 40.68739475717443)
63916444,1/28/2025 18:57,1/28/2025 23:05,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11225,1011 WASHINGTON AVENUE,WASHINGTON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,SULLIVAN PLACE,FRANKLIN AVENUE SHUTTLE LINE,SULLIVAN PLACE,ADDRESS,BROOKLYN,WASHINGTON AVENUE,,Closed,,1/28/2025 23:05,09 BROOKLYN,BROOKLYN,995021,181357,Unspecified,BROOKLYN,40.66445324,-73.9611756,POINT (-73.9611756049596 40.664453244430305)
63913802,1/28/2025 18:51,1/28/2025 18:51,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Ferret,Residence,11201,76 MONTAGUE STREET,MONTAGUE STREET,MONTAGUE TERRACE,HICKS STREET,MONTAGUE TERRACE,HICKS STREET,ADDRESS,BROOKLYN,MONTAGUE STREET,,Closed,,1/28/2025 18:51,02 BROOKLYN,BROOKLYN,985265,192609,Unspecified,BROOKLYN,40.69534393,-73.99633971,POINT (-73.99633970684215 40.69534392592204)
63916443,1/28/2025 18:22,1/28/2025 23:05,NYPD,New York City Police Department,Animal-Abuse,In Car,Street/Sidewalk,11105,23-71 38 STREET,38 STREET,AMTRAK-CONNECTING RAIL LINE,ASTORIA BOULEVARD NORTH,AMTRAK-CONNECTING RAIL LINE,ASTORIA BOULEVARD NORTH,ADDRESS,ASTORIA,38 STREET,,Closed,,1/28/2025 23:05,01 QUEENS,QUEENS,1008999,219892,Unspecified,QUEENS,40.77019447,-73.91064983,POINT (-73.91064982641176 40.770194466874905)
63915356,1/28/2025 18:12,1/29/2025 1:14,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11101,52-41 CENTER BOULEVARD,CENTER BOULEVARD,BORDEN AVENUE,54 AVENUE,BORDEN AVENUE,54 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,,Closed,,1/29/2025 1:14,02 QUEENS,QUEENS,995153,209394,Unspecified,QUEENS,40.74140805,-73.96065441,POINT (-73.96065441435366 40.74140805386253)
63911945,1/28/2025 18:09,1/29/2025 8:59,DSNY,Department of Sanitation,Dead Animal,Cat,Street,10314,109 ADA DRIVE,ADA DRIVE,LENORE COURT,ARLENE COURT,LENORE COURT,ARLENE COURT,ADDRESS,STATEN ISLAND,ADA DRIVE,,Closed,,1/28/2025 21:26,01 STATEN ISLAND,STATEN ISLAND,940437,165357,Unspecified,STATEN ISLAND,40.6204349,-74.15782122,POINT (-74.15782121542637 40.62043490174918)
63919907,1/28/2025 18:07,1/29/2025 13:52,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11691,BAY   32 STREET,BAY   32 STREET,BAY   32 STREET,DWIGHT AVENUE,BAY   32 STREET,DWIGHT AVENUE,INTERSECTION,,,,Closed,,1/29/2025 7:18,14 QUEENS,QUEENS,1048616,158429,Unspecified,QUEENS,40.60129355,-73.76821002,POINT (-73.7682100189992 40.60129355426503)
63912449,1/28/2025 17:56,1/29/2025 1:16,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,11104,44-15 43 AVENUE,43 AVENUE,44 STREET,45 STREET,44 STREET,45 STREET,ADDRESS,SUNNYSIDE,43 AVENUE,,Closed,,1/29/2025 1:16,02 QUEENS,QUEENS,1006426,210745,Unspecified,QUEENS,40.74509513,-73.91996917,POINT (-73.91996917475612 40.74509512738965)
63911727,1/28/2025 17:25,1/28/2025 17:25,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,10304,18 SKY LANE,SKY LANE,SKYLINE DRIVE,CELEBRATION LANE,SKYLINE DRIVE,CELEBRATION LANE,ADDRESS,STATEN ISLAND,SKY LANE,N/A,Closed,,2/3/2025 13:36,01 STATEN ISLAND,STATEN ISLAND,962619,163146,Unspecified,STATEN ISLAND,40.61444809,-74.07791119,POINT (-74.07791119406693 40.61444809387083)
63918453,1/28/2025 17:25,1/29/2025 16:04,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,3+ Family Mixed Use Building,11231,230 PRESIDENT STREET,PRESIDENT STREET,CLINTON STREET,COURT STREET,CLINTON STREET,COURT STREET,ADDRESS,BROOKLYN,PRESIDENT STREET,N/A,Closed,,1/28/2025 17:25,06 BROOKLYN,BROOKLYN,984883,187800,Unspecified,BROOKLYN,40.68214436,-73.99771773,POINT (-73.99771772713774 40.68214436144292)
63918444,1/28/2025 16:26,1/29/2025 15:05,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,11218,14 ALBEMARLE ROAD,ALBEMARLE ROAD,DAHILL ROAD,MCDONALD AVENUE,DAHILL ROAD,MCDONALD AVENUE,ADDRESS,BROOKLYN,ALBEMARLE ROAD,,Closed,,1/29/2025 5:26,12 BROOKLYN,BROOKLYN,989699,174284,Unspecified,BROOKLYN,40.64504428,-73.98036463,POINT (-73.98036462865433 40.645044280956206)
63912863,1/28/2025 16:23,1/28/2025 16:23,DOHMH,Department of Health and Mental Hygiene,Animal Facility - No Permit,N/A,Kennel/Animal Shelter,11217,308 LIVINGSTON STREET,LIVINGSTON STREET,HANOVER PLACE,NEVINS STREET,HANOVER PLACE,NEVINS STREET,ADDRESS,BROOKLYN,LIVINGSTON STREET,,Closed,,1/28/2025 16:23,02 BROOKLYN,BROOKLYN,989172,190032,Unspecified,BROOKLYN,40.68826935,-73.98225217,POINT (-73.9822521659323 40.68826934535397)
63916336,1/28/2025 16:06,1/29/2025 4:15,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11373,51-35 REEDER STREET,REEDER STREET,51 AVENUE,QUEENS BOULEVARD,51 AVENUE,QUEENS BOULEVARD,ADDRESS,ELMHURST,REEDER STREET,,Closed,,1/29/2025 4:15,04 QUEENS,QUEENS,1017981,208152,Unspecified,QUEENS,40.73794147,-73.87828146,POINT (-73.87828145626833 40.73794146974695)
63913577,1/28/2025 16:01,1/28/2025 16:10,DPR,Department of Parks and Recreation,Animal in a Park,Domestic Strays,Park,10451,40 EAST  161 STREET,EAST  161 STREET,RUPPERT PLAZA,RIVER AVENUE,RUPPERT PLAZA,RIVER AVENUE,ADDRESS,BRONX,EAST  161 STREET,,Closed,,1/28/2025 16:10,04 BRONX,BRONX,1004575,240944,Unspecified,BRONX,40.82798772,-73.92655786,POINT (-73.92655785984594 40.82798772279551)
63920201,1/28/2025 15:59,1/29/2025 2:48,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10459,1162 UNION AVENUE,UNION AVENUE,HOME STREET,EAST  168 STREET,HOME STREET,EAST  168 STREET,ADDRESS,BRONX,UNION AVENUE,,Closed,,1/29/2025 2:48,03 BRONX,BRONX,1012009,240920,Unspecified,BRONX,40.82790161,-73.89969604,POINT (-73.89969604246436 40.827901614161306)
63918402,1/28/2025 15:47,1/31/2025 14:08,DSNY,Department of Sanitation,Dead Animal,Other,Street,10451,CANAL PLACE,CANAL PLACE,CANAL PLACE,EAST  141 STREET,CANAL PLACE,EAST  141 STREET,INTERSECTION,,,,Closed,,1/29/2025 12:45,01 BRONX,BRONX,1004587,236096,Unspecified,BRONX,40.81468131,-73.92652919,POINT (-73.92652919189685 40.81468130961958)
63915357,1/28/2025 15:46,1/28/2025 15:56,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10024,33 WEST   89 STREET,WEST   89 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   89 STREET,,Closed,,1/28/2025 15:56,07 MANHATTAN,MANHATTAN,992800,226273,Unspecified,MANHATTAN,40.78773914,-73.9691242,POINT (-73.96912419982016 40.78773913529716)
63918891,1/28/2025 15:35,1/29/2025 8:19,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,11357,150-16 17 AVENUE,17 AVENUE,150 STREET,MURRAY STREET,150 STREET,MURRAY STREET,ADDRESS,WHITESTONE,17 AVENUE,,Closed,,1/29/2025 5:21,07 QUEENS,QUEENS,1035964,224993,Unspecified,QUEENS,40.78407872,-73.81326029,POINT (-73.81326028924649 40.784078717853454)
63916001,1/28/2025 15:25,1/31/2025 16:13,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11434,114-90 180 STREET,180 STREET,114 ROAD,LINDEN BOULEVARD,114 ROAD,LINDEN BOULEVARD,ADDRESS,JAMAICA,180 STREET,,Closed,,1/29/2025 5:14,12 QUEENS,QUEENS,1048449,192247,Unspecified,QUEENS,40.69411752,-73.76848955,POINT (-73.76848954527195 40.69411752366315)
63920604,1/28/2025 15:20,1/29/2025 14:17,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11236,10201 GLENWOOD ROAD,GLENWOOD ROAD,EAST  102 STREET,EAST  103 STREET,EAST  102 STREET,EAST  103 STREET,ADDRESS,BROOKLYN,GLENWOOD ROAD,,Closed,,1/29/2025 14:17,18 BROOKLYN,BROOKLYN,1012429,175250,Unspecified,BROOKLYN,40.64765259,-73.8984535,POINT (-73.89845349994073 40.64765258759337)
63920543,1/28/2025 14:23,1/29/2025 15:05,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,11210,1608 FLATBUSH AVENUE,FLATBUSH AVENUE,AVENUE H,EAST   32 STREET,AVENUE H,EAST   32 STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,Closed,,1/29/2025 6:56,14 BROOKLYN,BROOKLYN,999215,169289,Unspecified,BROOKLYN,40.63132311,-73.94608498,POINT (-73.94608498187159 40.63132310786898)
63913837,1/28/2025 14:20,1/29/2025 5:02,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10461,1560 SILVER STREET,SILVER STREET,ROSELLE STREET,EASTCHESTER ROAD,ROSELLE STREET,EASTCHESTER ROAD,ADDRESS,BRONX,SILVER STREET,,Closed,,1/29/2025 5:02,10 BRONX,BRONX,1026744,246932,Unspecified,BRONX,40.84434419,-73.84641481,POINT (-73.84641481459016 40.844344188264444)
63916399,1/28/2025 13:56,1/28/2025 20:44,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11206,101 HUMBOLDT STREET,HUMBOLDT STREET,SEIGEL STREET,BORINQUEN PLZ II PEDESTRIAN PATH,SEIGEL STREET,BORINQUEN PLZ II PEDESTRIAN PATH,ADDRESS,BROOKLYN,HUMBOLDT STREET,,Closed,,1/28/2025 20:44,01 BROOKLYN,BROOKLYN,1000590,196049,Unspecified,BROOKLYN,40.70477089,-73.94106635,POINT (-73.94106635226046 40.70477089330443)
63913381,1/28/2025 13:26,1/28/2025 18:45,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,11220,674 49 STREET,49 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,49 STREET,,Closed,,1/28/2025 18:45,07 BROOKLYN,BROOKLYN,982573,173695,Unspecified,BROOKLYN,40.64342912,-74.00604289,POINT (-74.00604289235064 40.64342912028671)
63914448,1/28/2025 13:22,1/28/2025 14:21,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11212,1400 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,ST JOHNS PLACE,AMBOY STREET,ST JOHNS PLACE,AMBOY STREET,ADDRESS,BROOKLYN,EAST NEW YORK AVENUE,,Closed,,1/28/2025 14:21,16 BROOKLYN,BROOKLYN,1007600,183425,Unspecified,BROOKLYN,40.6701052,-73.91582708,POINT (-73.91582707689379 40.6701052031213)
63919853,1/28/2025 13:13,2/4/2025 15:30,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,11236,EAST   80 STREET,EAST   80 STREET,EAST   80 STREET,PAERDEGAT   12 STREET,EAST   80 STREET,PAERDEGAT   12 STREET,INTERSECTION,,,,Closed,,1/29/2025 13:59,18 BROOKLYN,BROOKLYN,1011113,168442,Unspecified,BROOKLYN,40.62897018,-73.90322297,POINT (-73.9032229686611 40.62897018239582)
63912856,1/28/2025 12:15,1/29/2025 8:18,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,11357,14-18 150 STREET,150 STREET,14 AVENUE,CROSS ISLAND PARKWAY,14 AVENUE,CROSS ISLAND PARKWAY,ADDRESS,WHITESTONE,150 STREET,,Closed,,1/29/2025 5:22,07 QUEENS,QUEENS,1035855,226554,Unspecified,QUEENS,40.78836387,-73.8136419,POINT (-73.81364189610082 40.78836387327416)
63910387,1/28/2025 12:00,1/28/2025 15:12,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11415,119-21 METROPOLITAN AVENUE,METROPOLITAN AVENUE,LEFFERTS BOULEVARD,BREVOORT STREET,LEFFERTS BOULEVARD,BREVOORT STREET,ADDRESS,KEW GARDENS,METROPOLITAN AVENUE,,Closed,,1/28/2025 15:12,09 QUEENS,QUEENS,1030987,196557,Unspecified,QUEENS,40.70605689,-73.83142983,POINT (-73.8314298333822 40.70605688891972)
63918351,1/28/2025 11:05,1/28/2025 12:40,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10458,211 EAST  203 STREET,EAST  203 STREET,GRAND CONCOURSE,VALENTINE AVENUE,GRAND CONCOURSE,VALENTINE AVENUE,ADDRESS,BRONX,EAST  203 STREET,,Closed,,1/28/2025 12:40,07 BRONX,BRONX,1015754,257665,Unspecified,BRONX,40.87384907,-73.88608525,POINT (-73.88608524510803 40.87384907376493)
63913949,1/28/2025 10:53,1/31/2025 15:01,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11233,213 THOMAS BOYLAND STREET,THOMAS BOYLAND STREET,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,THOMAS S BOYLAND STREET,,Closed,,1/29/2025 4:42,16 BROOKLYN,BROOKLYN,1008210,186010,Unspecified,BROOKLYN,40.67719881,-73.91361894,POINT (-73.91361893915204 40.67719881398581)
63913915,1/28/2025 10:50,1/30/2025 11:07,DSNY,Department of Sanitation,Dead Animal,Squirrel,Sidewalk,11229,2124 EAST   19 STREET,EAST   19 STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,EAST   19 STREET,,Closed,,1/28/2025 23:15,15 BROOKLYN,BROOKLYN,997444,157354,Unspecified,BROOKLYN,40.59856682,-73.95248876,POINT (-73.95248875650205 40.59856682038202)
63911354,1/28/2025 10:48,1/28/2025 13:28,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10473,715 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,ST LAWRENCE AVENUE,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,COMMONWEALTH AVENUE,ADDRESS,BRONX,SOUNDVIEW AVENUE,,Closed,,1/28/2025 13:29,09 BRONX,BRONX,1021708,238046,Unspecified,BRONX,40.8199775,-73.86466591,POINT (-73.86466591292151 40.819977501089944)
63919379,1/28/2025 10:33,1/28/2025 10:50,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10473,2175 LACOMBE AVENUE,LACOMBE AVENUE,HOWE AVENUE,CASTLE HILL AVENUE,HOWE AVENUE,CASTLE HILL AVENUE,ADDRESS,BRONX,LACOMBE AVENUE,,Closed,,1/28/2025 10:50,09 BRONX,BRONX,1026427,236934,Unspecified,BRONX,40.81690411,-73.8476234,POINT (-73.84762339706856 40.816904107144225)
63918559,1/28/2025 10:20,1/28/2025 15:21,DSNY,Department of Sanitation,Dead Animal,Other,Street,11204,5710 21 AVENUE,21 AVENUE,57 STREET,58 STREET,57 STREET,58 STREET,ADDRESS,BROOKLYN,21 AVENUE,,Closed,,1/28/2025 13:13,12 BROOKLYN,BROOKLYN,990066,165027,Unspecified,BROOKLYN,40.61963554,-73.97905013,POINT (-73.97905012875623 40.619635543689476)
