"","person","dept","eow","cause","cause_short","date","year","canine","dept_name","state","description","latitude","longitude","state_name"
"1978","Officer Glenn Rowe Austraw","Pensacola Police Department, FL","EOW: Wednesday, February 26, 1997","Cause of Death: Automobile accident","Automobile accident","1997-02-26",1997,"False","Pensacola Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1979","Correctional Officer Wayne Herman Griglen","Georgia Department of Corrections, GA","EOW: Thursday, February 27, 1997","Cause of Death: Automobile accident","Automobile accident","1997-02-27",1997,"False","Georgia Department of Corrections","GA","Atlanta",33.749027,-84.388229,"Georgia"
"1980","Sergeant Tommie Lee Goggins","Georgia Department of Corrections, GA","EOW: Thursday, February 27, 1997","Cause of Death: Automobile accident","Automobile accident","1997-02-27",1997,"False","Georgia Department of Corrections","GA","Atlanta",33.749027,-84.388229,"Georgia"
"1981","Correctional Officer Carlton R. Cherry, Sr.","Georgia Department of Corrections, GA","EOW: Thursday, February 27, 1997","Cause of Death: Automobile accident","Automobile accident","1997-02-27",1997,"False","Georgia Department of Corrections","GA","Atlanta",33.749027,-84.388229,"Georgia"
"1982","Correctional Officer Eddie Mack Davis","Georgia Department of Corrections, GA","EOW: Thursday, February 27, 1997","Cause of Death: Automobile accident","Automobile accident","1997-02-27",1997,"False","Georgia Department of Corrections","GA","Atlanta",33.749027,-84.388229,"Georgia"
"1983","Chief of Police Virgil W. Dobbs, Jr.","Midland City Police Department, AL","EOW: Tuesday, March 4, 1997","Cause of Death: Automobile accident","Automobile accident","1997-03-04",1997,"False","Midland City Police Department","AL","Montgomery",32.377716,-86.300568,"Alabama"
"1984","K9 Lazer","Homestead Police Department, FL","EOW: Tuesday, March 4, 1997","Cause of Death: Automobile accident","Automobile accident","1997-03-04",1997,"True","Homestead Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1985","Police Officer II Dannael James Weekes","Memphis Police Department, TN","EOW: Friday, March 7, 1997","Cause of Death: Automobile accident","Automobile accident","1997-03-07",1997,"False","Memphis Police Department","TN","Nashville",36.16581,-86.784241,"Tennessee"
"1986","Correctional Officer Brent W. Lumley","Arizona Department of Corrections, AZ","EOW: Friday, March 7, 1997","Cause of Death: Assault","Assault","1997-03-07",1997,"False","Arizona Department of Corrections","AZ","Phoenix",33.448143,-112.096962,"Arizona"
"1987","Patrol Officer Johnnie Norris Patterson, Jr.","Winter Haven Police Department, FL","EOW: Saturday, March 8, 1997","Cause of Death: Gunfire","Gunfire","1997-03-08",1997,"False","Winter Haven Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1988","Police Officer John Lee Butler, Sr.","Jacksonville Sheriff's Office, FL","EOW: Monday, March 10, 1997","Cause of Death: Heart attack","Heart attack","1997-03-10",1997,"False","Jacksonville Sheriff's Office","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1989","Deputy Sheriff Gregory Hans","Jefferson County Sheriff's Office, KY","EOW: Monday, March 10, 1997","Cause of Death: Gunfire","Gunfire","1997-03-10",1997,"False","Jefferson County Sheriff's Office","KY","Frankfort",38.186722,-84.875374,"Kentucky"
"1990","Patrol Officer Daniel Philip Longstreet","Higginson Police Department, AR","EOW: Friday, March 14, 1997","Cause of Death: Gunfire","Gunfire","1997-03-14",1997,"False","Higginson Police Department","AR","Little Rock",34.746613,-92.288986,"Arkansas"
"1991","Police Officer Richard P. Wentlandt","Metro-Dade Police Department, FL","EOW: Saturday, March 15, 1997","Cause of Death: Duty related illness","Duty related illness","1997-03-15",1997,"False","Metro-Dade Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"1992","Sergeant Myron Kelly","Osceola Police Department, AR","EOW: Sunday, March 16, 1997","Cause of Death: Gunfire","Gunfire","1997-03-16",1997,"False","Osceola Police Department","AR","Little Rock",34.746613,-92.288986,"Arkansas"
"1993","Captain Albert Arthur Hanes","Hutchinson County Sheriff's Department, TX","EOW: Friday, March 21, 1997","Cause of Death: Heart attack","Heart attack","1997-03-21",1997,"False","Hutchinson County Sheriff's Department","TX","Austin",30.27467,-97.740349,"Texas"
"1994","Corporal Rufus Earle Brown","Mobile Police Department, AL","EOW: Sunday, March 23, 1997","Cause of Death: Assault","Assault","1997-03-23",1997,"False","Mobile Police Department","AL","Montgomery",32.377716,-86.300568,"Alabama"
"1995","Sergeant Bryan Glenn Northern","Rocky Ripple Police Department, IN","EOW: Sunday, March 23, 1997","Cause of Death: Gunfire","Gunfire","1997-03-23",1997,"False","Rocky Ripple Police Department","IN","Indianapolis",39.768623,-86.162643,"Indiana"
"1996","Corporal Roel Garcia","Texas Department of Public Safety - Texas Highway Patrol, TX","EOW: Wednesday, March 26, 1997","Cause of Death: Automobile accident","Automobile accident","1997-03-26",1997,"False","Texas Department of Public Safety - Texas Highway Patrol","TX","Austin",30.27467,-97.740349,"Texas"
"1997","Police Officer II Kenneth Kanani Keliipio","Hawaii County Police Department, HI","EOW: Thursday, March 27, 1997","Cause of Death: Vehicular assault","Vehicular assault","1997-03-27",1997,"False","Hawaii County Police Department","HI","Honolulu",21.307442,-157.857376,"Hawaii"
"1998","Deputy Sheriff Brian E. Meilbeck","Yuba County Sheriff's Department, CA","EOW: Tuesday, April 1, 1997","Cause of Death: Gunfire","Gunfire","1997-04-01",1997,"False","Yuba County Sheriff's Department","CA","Sacramento",38.576668,-121.493629,"California"
"1999","Police Officer Ronald Leon DeHerrera","Denver Police Department, CO","EOW: Tuesday, April 1, 1997","Cause of Death: Vehicular assault","Vehicular assault","1997-04-01",1997,"False","Denver Police Department","CO","Denver",39.739227,-104.984856,"Colorado"
"2000","Chief of Police William R. Ricketts","New Middletown Police Department, OH","EOW: Wednesday, April 2, 1997","Cause of Death: Automobile accident","Automobile accident","1997-04-02",1997,"False","New Middletown Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"2001","Police Officer Cuong Huy ""Tony"" Trinh","Houston Police Department, TX","EOW: Sunday, April 6, 1997","Cause of Death: Gunfire","Gunfire","1997-04-06",1997,"False","Houston Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"2002","Police Officer Charles E. McDougald","Buffalo Police Department, NY","EOW: Wednesday, April 9, 1997","Cause of Death: Gunfire","Gunfire","1997-04-09",1997,"False","Buffalo Police Department","NY","Albany",42.652843,-73.757874,"New York"
"2003","Deputy Sheriff Joseph C. Rodgers","Florence County Sheriff's Office, SC","EOW: Wednesday, April 9, 1997","Cause of Death: Gunfire","Gunfire","1997-04-09",1997,"False","Florence County Sheriff's Office","SC","Columbia",34.000343,-81.033211,"South Carolina"
"2004","Deputy Sheriff Joseph A. Freedman","Suffolk County Sheriff's Department, MA","EOW: Friday, April 11, 1997","Cause of Death: Heart attack","Heart attack","1997-04-11",1997,"False","Suffolk County Sheriff's Department","MA","Boston",42.358162,-71.063698,"Massachusetts"
"2005","Patrolman Gary F. Dockery","Walden Police Department, TN","EOW: Tuesday, April 15, 1997","Cause of Death: Gunfire","Gunfire","1997-04-15",1997,"False","Walden Police Department","TN","Nashville",36.16581,-86.784241,"Tennessee"
"2006","Patrol Sergeant Kenneth Eugene Snider","Sedgwick County Sheriff's Office, KS","EOW: Friday, April 18, 1997","Cause of Death: Stabbed","Stabbed","1997-04-18",1997,"False","Sedgwick County Sheriff's Office","KS","Topeka",39.048191,-95.677956,"Kansas"
"2007","Deputy James Clarence Harper","Poinsett County Sheriff's Department, AR","EOW: Thursday, April 24, 1997","Cause of Death: Gunfire","Gunfire","1997-04-24",1997,"False","Poinsett County Sheriff's Department","AR","Little Rock",34.746613,-92.288986,"Arkansas"
"2008","Trooper Andrew Patrick Winzenread","Indiana State Police, IN","EOW: Friday, April 25, 1997","Cause of Death: Struck by vehicle","Struck by vehicle","1997-04-25",1997,"False","Indiana State Police","IN","Indianapolis",39.768623,-86.162643,"Indiana"
"2009","Police Officer Henry Allen Brown","Dallas Police Department, TX","EOW: Friday, April 25, 1997","Cause of Death: Struck by vehicle","Struck by vehicle","1997-04-25",1997,"False","Dallas Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"2010","Patrolman Daniel E. Rice","Bethlehem Police Department, PA","EOW: Friday, April 25, 1997","Cause of Death: Automobile accident","Automobile accident","1997-04-25",1997,"False","Bethlehem Police Department","PA","Harrisburg",40.264378,-76.883598,"Pennsylvania"
"2011","Probation Officer Donald R. ""Charley"" Knepple","Allen County Adult Probation Department, IN","EOW: Monday, April 28, 1997","Cause of Death: Gunfire","Gunfire","1997-04-28",1997,"False","Allen County Adult Probation Department","IN","Indianapolis",39.768623,-86.162643,"Indiana"
"2012","Deputy Sheriff Kenneth J. Wolf","Frontier County Sheriff's Office, NE","EOW: Tuesday, April 29, 1997","Cause of Death: Heart attack","Heart attack","1997-04-29",1997,"False","Frontier County Sheriff's Office","NE","Lincoln",40.808075,-96.699654,"Nebraska"
"2013","K9 Ajax","Lake County Sheriff's Department, IN","EOW: Wednesday, April 30, 1997","Cause of Death: Gunfire","Gunfire","1997-04-30",1997,"True","Lake County Sheriff's Department","IN","Indianapolis",39.768623,-86.162643,"Indiana"
"2014","Deputy Sheriff William Thomas Bishop","Fayette County Sheriff's Department, TN","EOW: Friday, May 2, 1997","Cause of Death: Gunfire","Gunfire","1997-05-02",1997,"False","Fayette County Sheriff's Department","TN","Nashville",36.16581,-86.784241,"Tennessee"
"2015","Patrol Officer Vincent R. T. Arduini","Granby Department of Police Services, CT","EOW: Sunday, May 4, 1997","Cause of Death: Automobile accident","Automobile accident","1997-05-04",1997,"False","Granby Department of Police Services","CT","Hartford",41.764046,-72.682198,"Connecticut"
"2016","Lieutenant Owen Eugene Sweeney, Jr.","Baltimore City Police Department, MD","EOW: Wednesday, May 7, 1997","Cause of Death: Gunfire","Gunfire","1997-05-07",1997,"False","Baltimore City Police Department","MD","Annapolis",38.978764,-76.490936,"Maryland"
"2017","Lieutenant Frank J. Grice, Jr.","East Jefferson Levee District Police Department, LA","EOW: Wednesday, May 7, 1997","Cause of Death: Struck by vehicle","Struck by vehicle","1997-05-07",1997,"False","East Jefferson Levee District Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"2018","Officer Saul Martinez","California Highway Patrol, CA","EOW: Thursday, May 15, 1997","Cause of Death: Struck by vehicle","Struck by vehicle","1997-05-15",1997,"False","California Highway Patrol","CA","Sacramento",38.576668,-121.493629,"California"
"2019","Police Officer Anthony W. Sanchez","New York City Police Department, NY","EOW: Monday, May 19, 1997","Cause of Death: Gunfire","Gunfire","1997-05-19",1997,"False","New York City Police Department","NY","Albany",42.652843,-73.757874,"New York"
"2020","Deputy Sheriff Randal Eugene Jennings","Butte County Sheriff's Office, CA","EOW: Wednesday, May 21, 1997","Cause of Death: Gunfire","Gunfire","1997-05-21",1997,"False","Butte County Sheriff's Office","CA","Sacramento",38.576668,-121.493629,"California"
"2021","Sergeant David Martin Kieffer","Phoenix Police Department, AZ","EOW: Wednesday, May 21, 1997","Cause of Death: Vehicular assault","Vehicular assault","1997-05-21",1997,"False","Phoenix Police Department","AZ","Phoenix",33.448143,-112.096962,"Arizona"
"2022","Sergeant William Earl Godwin","Morrisville Police Department, NC","EOW: Thursday, May 22, 1997","Cause of Death: Automobile accident","Automobile accident","1997-05-22",1997,"False","Morrisville Police Department","NC","Raleigh",35.78043,-78.639099,"North Carolina"
"2023","Police Officer Charles Andrew Lazzaretto","Glendale Police Department, CA","EOW: Tuesday, May 27, 1997","Cause of Death: Gunfire","Gunfire","1997-05-27",1997,"False","Glendale Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"2024","Deputy Sheriff Franklin Jay Minnie, Sr.","Washoe County Sheriff's Office, NV","EOW: Sunday, June 1, 1997","Cause of Death: Vehicle pursuit","Vehicle pursuit","1997-06-01",1997,"False","Washoe County Sheriff's Office","NV","Carson City",39.163914,-119.766121,"Nevada"
"2025","Officer Daniel James Muehlhausen","California Highway Patrol, CA","EOW: Sunday, June 1, 1997","Cause of Death: Automobile accident","Automobile accident","1997-06-01",1997,"False","California Highway Patrol","CA","Sacramento",38.576668,-121.493629,"California"
"2026","Deputy Sheriff Edgar Allen Harrell","Marion County Sheriff's Department, MS","EOW: Monday, June 2, 1997","Cause of Death: Heart attack","Heart attack","1997-06-02",1997,"False","Marion County Sheriff's Department","MS","Jackson",32.303848,-90.182106,"Mississippi"
"2027","Deputy Sheriff Keith Alan Fricke","Harris County Sheriff's Office, TX","EOW: Wednesday, June 4, 1997","Cause of Death: Motorcycle accident","Motorcycle accident","1997-06-04",1997,"False","Harris County Sheriff's Office","TX","Austin",30.27467,-97.740349,"Texas"
"2028","Corporal Timothy Joseph Bowe","Minnesota State Patrol, MN","EOW: Saturday, June 7, 1997","Cause of Death: Gunfire","Gunfire","1997-06-07",1997,"False","Minnesota State Patrol","MN","St. Paul",44.955097,-93.102211,"Minnesota"
"2029","Police Officer Peter Conrad Johnson, Jr.","North Harris Montgomery Community College District Police Department, TX","EOW: Sunday, June 8, 1997","Cause of Death: Fall","Fall","1997-06-08",1997,"False","North Harris Montgomery Community College District Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"2030","K9 Ralph","North Lauderdale Police Department, FL","EOW: Monday, June 23, 1997","Cause of Death: Assault","Assault","1997-06-23",1997,"True","North Lauderdale Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"2031","Corporal Wayne Martinez","Wyoming Department of Corrections, WY","EOW: Thursday, June 26, 1997","Cause of Death: Stabbed","Stabbed","1997-06-26",1997,"False","Wyoming Department of Corrections","WY","Cheyenne",41.140259,-104.820236,"Wyoming"
"2032","Correctional Officer I William F. Immer","Alabama Department of Corrections, AL","EOW: Friday, July 4, 1997","Cause of Death: Automobile accident","Automobile accident","1997-07-04",1997,"False","Alabama Department of Corrections","AL","Montgomery",32.377716,-86.300568,"Alabama"
"2033","Sergeant Edward M. Couture","Middleton Police Department, MA","EOW: Thursday, July 10, 1997","Cause of Death: Struck by vehicle","Struck by vehicle","1997-07-10",1997,"False","Middleton Police Department","MA","Boston",42.358162,-71.063698,"Massachusetts"
"2034","Detective Paul Andrew Hale","Raleigh Police Department, NC","EOW: Friday, July 11, 1997","Cause of Death: Gunfire","Gunfire","1997-07-11",1997,"False","Raleigh Police Department","NC","Raleigh",35.78043,-78.639099,"North Carolina"
"2035","Private Michael Donell Stephenson","Richmond County Board of Education Public Safety, GA","EOW: Wednesday, July 16, 1997","Cause of Death: Gunfire","Gunfire","1997-07-16",1997,"False","Richmond County Board of Education Public Safety","GA","Atlanta",33.749027,-84.388229,"Georgia"
"2036","Chief of Police Willard Wayne Hathaway","Sharpsburg Police Department, NC","EOW: Friday, July 18, 1997","Cause of Death: Gunfire","Gunfire","1997-07-18",1997,"False","Sharpsburg Police Department","NC","Raleigh",35.78043,-78.639099,"North Carolina"
