"City, State",Classification,Definition,DRG,Hospital Referral Region Description,Provider City,Provider Id,Provider Name,Provider State,Provider Street Address,Provider Zip Code,Average Covered Charges ,Average Total Payments ,Number of Records,Reimbursement Rate,Total Discharges ,Total Payment
"MANASSAS, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Arlington,MANASSAS,490045,PRINCE WILLIAM HOSPITAL,VA,8700 SUDLEY RD,20110,"$13,694","$5,615",1,0.410012178,37,"207,738.00"
"FAIRFAX, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Arlington,FAIRFAX,490101,INOVA FAIR OAKS HOSPITAL,VA,3600 JOSEPH SIEWICK DRIVE,22033,"$12,036","$4,904",1,0.407433599,43,"210,864.00"
"LEESBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Arlington,LEESBURG,490043,INOVA LOUDOUN HOSPITAL,VA,44045 RIVERSIDE PARKWAY,20176,"$13,198","$4,853",1,0.367702226,47,"228,089.00"
"ALEXANDRIA, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Arlington,ALEXANDRIA,490122,INOVA MOUNT VERNON HOSPITAL,VA,2501 PARKERS LANE,22306,"$10,932","$4,642",1,0.424679188,50,"232,122"
"ALEXANDRIA, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Arlington,ALEXANDRIA,490040,INOVA ALEXANDRIA HOSPITAL,VA,4320 SEMINARY RD,22304,"$11,577","$5,086",1,0.439273514,60,"305,133"
"WOODBRIDGE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Arlington,WOODBRIDGE,490113,SENTARA POTOMAC HOSPITAL,VA,2300 OPITZ BOULEVARD,22191,"$13,287","$5,251",1,0.395210685,60,"315,075"
"ARLINGTON, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Arlington,ARLINGTON,490050,VIRGINIA HOSPITAL CENTER - ARLINGTON,VA,1701 NORTH GEORGE MASON DRIVE,22205,"$8,905","$5,430",1,0.609764785,64,"347,533"
"FALLS CHURCH, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Arlington,FALLS CHURCH,490063,INOVA FAIRFAX HOSPITAL,VA,3300 GALLOWS RD,22042,"$14,660","$6,269",1,0.427614684,71,"445,096.00"
"CULPEPER, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Charlottesville,CULPEPER,490019,CULPEPER REGIONAL HOSPITAL,VA,501 SUNSET LANE,22701,"$11,887","$4,915",1,0.41344774,17,"83,552.00"
"HARRISONBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Charlottesville,HARRISONBURG,490004,ROCKINGHAM MEMORIAL HOSPITAL,VA,2010 HEALTH CAMPUS DRIVE,22801,"$11,290","$5,128",1,0.454173589,33,"169,211.00"
"FISHERSVILLE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Charlottesville,FISHERSVILLE,490018,AUGUSTA HEALTH,VA,78 MEDICAL CENTER DRIVE,22939,"$9,747","$4,888",1,0.501515315,37,"180,872.00"
"CHARLOTTESVILLE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Charlottesville,CHARLOTTESVILLE,490077,MARTHA JEFFERSON HOSPITAL,VA,500 MARTHA JEFFERSON DRIVE,22911,"$7,590","$4,315",1,0.568515416,49,"211,436.00"
"CHARLOTTESVILLE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Charlottesville,CHARLOTTESVILLE,490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,JEFFERSON PARK AVE,22908,"$21,615","$8,803",1,0.407286142,61,"537,008.00"
"BEDFORD, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Lynchburg,BEDFORD,490088,BEDFORD MEMORIAL HOSPITAL,VA,1613 OAKWOOD STREET,24523,"$13,915","$5,562",1,0.399697057,13,"72,302.00"
"LYNCHBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Lynchburg,LYNCHBURG,490021,"CENTRA  HEALTH, INC",VA,1920 ATHERHOLT ROAD,24501,"$11,265","$4,849",1,0.430478591,111,"538,270.00"
"GLOUCESTER, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Newport News,GLOUCESTER,490130,RIVERSIDE WALTER REED HOSPITAL,VA,7519 HOSPITAL ROAD,23061,"$13,762","$4,053",1,0.294475259,12,"48,632.00"
"WILLIAMSBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Newport News,WILLIAMSBURG,490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,100 SENTARA CIRCLE,23188,"$15,962","$4,498",1,0.281799757,40,"179,919"
"HAMPTON, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Newport News,HAMPTON,490093,SENTARA CAREPLEX HOSPITAL,VA,3000 COLISEUM DRIVE,23666,"$16,052","$4,467",1,0.278271606,44,"196,536.00"
"NEWPORT NEWS, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Newport News,NEWPORT NEWS,490052,RIVERSIDE REGIONAL MEDICAL CENTER,VA,500 J CLYDE MORRIS BLVD,23601,"$12,579","$6,321",1,0.50252215,44,"278,144.00"
"FRANKLIN, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Norfolk,FRANKLIN,490092,SOUTHAMPTON MEMORIAL HOSPITAL,VA,100 FAIRVIEW DRIVE,23851,"$17,547","$5,091",1,0.29013761,13,"66,183"
"NORFOLK, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Norfolk,NORFOLK,490011,BON SECOURS - DEPAUL MEDICAL CENTER,VA,150 KINGSLEY LANE,23505,"$16,801","$4,852",1,0.288791866,17,"82,483.00"
"VIRGINIA BEACH, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Norfolk,VIRGINIA BEACH,490119,SENTARA PRINCESS ANNE HOSPITAL,VA,2025 GLENN MITCHELL DRIVE,23456,"$23,085","$5,043",1,0.218435268,20,"100,852"
"CHESAPEAKE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Norfolk,CHESAPEAKE,490120,CHESAPEAKE REGIONAL MEDICAL CENTER,VA,736 BATTLEFIELD BLVD NORTH,23320,"$11,501","$4,383",1,0.381099663,42,"184,086"
"NORFOLK, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Norfolk,NORFOLK,490046,SENTARA LEIGH HOSPITAL,VA,830 KEMPSVILLE ROAD,23502,"$17,479","$4,400",1,0.251715766,46,"202,383.00"
"VIRGINIA BEACH, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Norfolk,VIRGINIA BEACH,490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,1060 FIRST COLONIAL ROAD,23454,"$16,818","$4,609",1,0.274028233,50,"230,435"
"SUFFOLK, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Norfolk,SUFFOLK,490044,SENTARA OBICI HOSPITAL,VA,2800 GODWIN BOULEVARD,23439,"$12,858","$4,561",1,0.354726609,57,"259,988.00"
"PORTSMOUTH, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Norfolk,PORTSMOUTH,490017,BON SECOURS MARYVIEW MEDICAL CENTER,VA,3636 HIGH STREET,23707,"$12,816","$5,030",1,0.392512049,60,"301,819.00"
"NORFOLK, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Norfolk,NORFOLK,490007,SENTARA NORFOLK GENERAL HOSPITAL,VA,600 GRESHAM DR,23507,"$19,460","$5,972",1,0.306870615,76,"453,842.00"
"FREDERICKSBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,FREDERICKSBURG,490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,VA,4600 SPOTSYLVANIA PARKWAY,22408,"$14,164","$4,258",1,0.300630941,11,"46,838"
"EMPORIA, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,EMPORIA,490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,VA,727 NORTH MAIN STREET,23847,"$31,816","$4,422",1,0.138981502,13,"57,484.00"
"TAPPAHANNOCK, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,TAPPAHANNOCK,490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,VA,618 HOSPITAL ROAD,22560,"$10,749","$5,172",1,0.481146118,15,"77,580"
"MIDLOTHIAN, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,MIDLOTHIAN,490136,BON SECOURS - ST FRANCIS MEDICAL CENTER,VA,13700 STFRANCIS BLVD SUITE 100,23114,"$15,461","$4,789",1,0.309762309,16,"76,629"
"SOUTH HILL, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,SOUTH HILL,490098,"COMMUNITY MEMORIAL HEALTHCENTER, INC",VA,125 BUENA VISTA CIRCLE,23970,"$15,848","$4,325",1,0.272897612,23,"99,475"
"FARMVILLE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,FARMVILLE,490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",VA,800 OAK STREET,23901,"$10,451","$4,742",1,0.453773255,26,"123,297.00"
"MECHANICSVILLE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,MECHANICSVILLE,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,VA,8260 ATLEE ROAD,23116,"$19,742","$4,875",1,0.246947814,39,"190,135.00"
"HOPEWELL, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,HOPEWELL,490020,JOHN RANDOLPH MEDICAL CENTER,VA,411 WEST RANDOLPH ROAD,23860,"$17,990","$4,599",1,0.255617966,41,"188,541.00"
"FREDERICKSBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,FREDERICKSBURG,490022,"MARY WASHINGTON HOSPITAL, INC",VA,1001 SAM PERRY BOULEVARD,22401,"$21,300","$5,332",1,0.250310581,52,"277,244.00"
"RICHMOND, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,RICHMOND,490118,HENRICO DOCTORS' HOSPITAL,VA,1602 SKIPWITH ROAD,23229,"$32,982","$5,094",1,0.154447168,56,"285,265.00"
"RICHMOND, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,RICHMOND,490059,BON SECOURS - ST MARYS HOSPITAL OF RICHMOND,VA,5801 BREMO RD,23226,"$18,439","$4,809",1,0.260789892,57,"274,098.00"
"PETERSBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,PETERSBURG,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,VA,200 MEDICAL PARK BOULEVARD,23805,"$38,495","$4,872",1,0.126562406,62,"302,067.00"
"RICHMOND, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,RICHMOND,490112,CJW MEDICAL CENTER,VA,1401 JOHNSTON WILLIS DRIVE,23235,"$30,273","$5,481",1,0.181059072,66,"361,762.00"
"RICHMOND, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Richmond,RICHMOND,490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,1250 EAST MARSHALL STREET - BOX 980510,23298,"$19,033","$8,769",1,0.4607204,108,"947,061.00"
"CHRISTIANSBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Roanoke,CHRISTIANSBURG,490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,2900 LAMB CIRCLE,24073,"$11,037","$4,463",1,0.404398501,11,"49,096.00"
"PULASKI, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Roanoke,PULASKI,490116,LEWISGALE HOSPITAL PULASKI,VA,2400 LEE HIGHWAY,24301,"$9,664","$4,518",1,0.467505591,18,"81,324"
"LOW MOOR, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Roanoke,LOW MOOR,490126,LEWISGALE HOSPITAL ALLEGHANY,VA,ONE ARH LANE - PO BOX 7,24457,"$13,524","$4,710",1,0.348227941,19,"89,481.00"
"BLACKSBURG, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Roanoke,BLACKSBURG,490110,LEWISGALE HOSPITAL MONTGOMERY,VA,3700 SOUTH MAIN STREET,24060,"$12,355","$4,629",1,0.374680454,24,"111,098.00"
"SALEM, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Roanoke,SALEM,490048,LEWISGALE MEDICAL CENTER,VA,1900 ELECTRIC ROAD,24153,"$19,845","$4,167",1,0.209971087,37,"154,174.00"
"ROANOKE, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Roanoke,ROANOKE,490024,CARILION ROANOKE MEMORIAL CENTER,VA,"1906 BELLEVIEW AVENUE, SE",24014,"$15,481","$7,172",1,0.46328747,80,"573,763"
"WINCHESTER, VA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VA - Winchester,WINCHESTER,490005,WINCHESTER MEDICAL CENTER INC,VA,220 CAMPUS BLVD SUITE 210,22601,"$9,270","$5,011",1,0.540594963,48,"240,548.00"
"BENNINGTON, VT",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,NY - Albany,BENNINGTON,470012,SOUTHWESTERN VERMONT MEDICAL CENTER,VT,100 HOSPITAL DRIVE,5201,"$11,717","$5,190",1,0.442968325,32,"166,083"
"SAINT ALBANS, VT",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VT - Burlington,SAINT ALBANS,470024,NORTHWESTERN MEDICAL CENTER INC,VT,133 FAIRFIELD STREET,5478,"$10,768","$7,333",1,0.680999257,11,"80,663"
"RUTLAND, VT",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VT - Burlington,RUTLAND,470005,RUTLAND REGIONAL MEDICAL CENTER,VT,160 ALLEN ST,5701,"$12,940","$6,392",1,0.493995072,17,"108,672.00"
"BURLINGTON, VT",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,VT - Burlington,BURLINGTON,470003,FLETCHER ALLEN HOSPITAL OF VERMONT,VT,111 COLCHESTER AVE,5401,"$15,837","$7,863",1,0.496490894,48,"377,415"
"EVERETT, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Everett,EVERETT,500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,WA,1321 COLBY AVENUE,98201,"$17,819","$8,562",1,0.480470342,19,"162,669.00"
"OLYMPIA, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Olympia,OLYMPIA,500024,PROVIDENCE ST PETER HOSPITAL,WA,413 LILLY ROAD NE,98506,"$39,287","$8,291",1,0.211045639,20,"165,827"
"KIRKLAND, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Seattle,KIRKLAND,500124,EVERGREEN HOSPITAL MEDICAL CENTER,WA,12040 NE 128TH STREET,98034,"$20,891","$8,536",1,0.408597191,11,"93,894.00"
"SEATTLE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Seattle,SEATTLE,500027,SWEDISH MEDICAL CENTER,WA,747 BROADWAY,98122,"$28,782","$9,320",1,0.323812392,12,"111,838.00"
"SEATTLE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Seattle,SEATTLE,500001,NORTHWEST HOSPITAL,WA,1550 NORTH 115TH STREET,98133,"$33,792","$7,926",1,0.234541231,12,"95,106"
"BELLINGHAM, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Seattle,BELLINGHAM,500030,ST JOSEPH MEDICAL CENTER,WA,2901 SQUALICUM PARKWAY,98225,"$25,310","$8,577",1,0.338878823,14,"120,079.00"
"BREMERTON, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Seattle,BREMERTON,500039,HARRISON MEDICAL CENTER,WA,2520 CHERRY AVENUE,98310,"$40,797","$8,494",1,0.208207565,14,"118,919.00"
"EDMONDS, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Seattle,EDMONDS,500026,SWEDISH EDMONDS HOSPITAL,WA,21601 76TH AVENUE WEST,98026,"$28,678","$8,724",1,0.304222314,14,"122,141.00"
"SPOKANE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Spokane,SPOKANE,500044,DEACONESS HOSPITAL,WA,W 800 FIFTH AVENUE,99210,"$20,554","$8,996",1,0.437668352,11,"98,952.00"
"RICHLAND, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Spokane,RICHLAND,500058,KADLEC REGIONAL MEDICAL CENTER,WA,888 SWIFT BLVD,99352,"$17,173","$7,849",1,0.457040955,12,"94,187.00"
"SPOKANE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Spokane,SPOKANE,500054,PROVIDENCE SACRED HEART MEDICAL CENTER,WA,101 WEST 8TH AVENUE,99204,"$42,674","$12,040",1,0.282125402,14,"168,553"
"TACOMA, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Tacoma,TACOMA,500108,ST JOSEPH MEDICAL CENTER,WA,1717 SOUTH J STREET,98405,"$40,927","$8,780",1,0.214524341,11,"96,578.00"
"PUYALLUP, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Tacoma,PUYALLUP,500079,MULTICARE GOOD SAMARITAN HOSPITAL,WA,401 15TH AVENUE SE,98372,"$45,300","$8,825",1,0.194803164,12,"105,895.00"
"TACOMA, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Tacoma,TACOMA,500129,TACOMA GENERAL ALLENMORE HOSPITAL,WA,315 S MLK JR WAY,98415,"$24,684","$9,547",1,0.386756671,16,"152,748"
"YAKIMA, WA",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WA - Yakima,YAKIMA,500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,WA,110 SOUTH NINTH AVE,98902,"$24,367","$9,474",1,0.38880681,14,"132,636"
"VANCOUVER, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,OR - Portland,VANCOUVER,500150,LEGACY SALMON CREEK MEDICAL CENTER,WA,2211 NE 139TH STREET,98686,"$15,028","$5,760",1,0.383320648,16,"92,166"
"LONGVIEW, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,OR - Portland,LONGVIEW,500041,PEACHEALTH ST JOHN MEDICAL CENTER,WA,1615 DELAWARE STREET,98632,"$13,445","$5,569",1,0.414196964,17,"94,673"
"VANCOUVER, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,OR - Portland,VANCOUVER,500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,WA,400 NE MOTHER JOSEPH PLACE,98668,"$21,445","$5,959",1,0.277888783,40,"238,378"
"ANACORTES, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Everett,ANACORTES,500007,ISLAND HOSPITAL,WA,1211  24TH STREET,98221,"$8,962","$5,279",1,0.589047647,21,"110,857.00"
"MOUNT VERNON, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Everett,MOUNT VERNON,500003,SKAGIT VALLEY HOSPITAL,WA,1415 KINCAID STREET,98274,"$21,271","$5,398",1,0.253781724,25,"134,953"
"EVERETT, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Everett,EVERETT,500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,WA,1321 COLBY AVENUE,98201,"$22,300","$5,431",1,0.243528692,36,"195,508.00"
"OLYMPIA, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Olympia,OLYMPIA,500139,CAPITAL MEDICAL CENTER,WA,3900 CAPITAL MALL DR SW,98502,"$14,250","$5,087",1,0.356971175,12,"61,041"
"OLYMPIA, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Olympia,OLYMPIA,500024,PROVIDENCE ST PETER HOSPITAL,WA,413 LILLY ROAD NE,98506,"$22,597","$5,546",1,0.245420926,37,"205,193.00"
"AUBURN, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,AUBURN,500015,AUBURN REGIONAL MEDICAL CENTER,WA,202 N DIVISION STREET PLAZA ONE,98001,"$16,284","$5,233",1,0.321376249,14,"73,268.00"
"SEATTLE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,SEATTLE,500001,NORTHWEST HOSPITAL,WA,1550 NORTH 115TH STREET,98133,"$18,620","$5,348",1,0.287203491,19,"101,608.00"
"BURIEN, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,BURIEN,500011,HIGHLINE MEDICAL CENTER,WA,16251 SYLVESTER ROAD SW,98166,"$15,249","$5,449",1,0.357336473,21,"114,427.00"
"EDMONDS, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,EDMONDS,500026,SWEDISH EDMONDS HOSPITAL,WA,21601 76TH AVENUE WEST,98026,"$20,742","$5,460",1,0.263261206,21,"114,670.00"
"ABERDEEN, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,ABERDEEN,500031,GRAYS HARBOR COMMUNITY HOSPITAL,WA,915 ANDERSON DRIVE,98520,"$13,910","$5,266",1,0.378583368,24,"126,384"
"BELLINGHAM, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,BELLINGHAM,500030,ST JOSEPH MEDICAL CENTER,WA,2901 SQUALICUM PARKWAY,98225,"$20,274","$5,441",1,0.268367595,26,"141,463.00"
"SEATTLE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,SEATTLE,500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,WA,1959 NE PACIFIC ST,98195,"$16,836","$8,878",1,0.527339839,28,"248,588.00"
"PORT ANGELES, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,PORT ANGELES,500072,OLYMPIC MEDICAL CENTER,WA,939 CAROLINE ST,98362,"$7,499","$5,174",1,0.68992008,31,"160,394"
"SEATTLE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,SEATTLE,500005,VIRGINIA MASON MEDICAL CENTER,WA,1100 NINTH AVENUE (PO BOX 900),98111,"$11,442","$6,539",1,0.571471666,31,"202,701.00"
"KIRKLAND, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,KIRKLAND,500124,EVERGREEN HOSPITAL MEDICAL CENTER,WA,12040 NE 128TH STREET,98034,"$19,582","$5,235",1,0.267321825,34,"177,981.00"
"RENTON, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,RENTON,500088,VALLEY MEDICAL CENTER,WA,400 S 43RD ST,98055,"$13,431","$6,140",1,0.457125189,36,"221,031"
"FEDERAL WAY, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,FEDERAL WAY,500141,ST FRANCIS COMMUNITY HOSPITAL,WA,34515 9TH AVENUE SOUTH,98003,"$23,531","$5,792",1,0.246133595,40,"231,673"
"BREMERTON, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,BREMERTON,500039,HARRISON MEDICAL CENTER,WA,2520 CHERRY AVENUE,98310,"$16,024","$5,205",1,0.324819977,44,"229,014.00"
"BELLEVUE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,BELLEVUE,500051,OVERLAKE HOSPITAL MEDICAL CENTER,WA,1035-116TH AVE NE,98004,"$11,127","$4,828",1,0.433906238,50,"241,402"
"SEATTLE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Seattle,SEATTLE,500027,SWEDISH MEDICAL CENTER,WA,747 BROADWAY,98122,"$23,980","$6,218",1,0.259286526,52,"323,315.00"
"WALLA WALLA, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Spokane,WALLA WALLA,500002,PROVIDENCE ST MARY MEDICAL CENTER,WA,401 W POPLAR ST,99362,"$12,144","$4,890",1,0.402647083,11,"53,786.00"
"WALLA WALLA, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Spokane,WALLA WALLA,500049,WALLA WALLA GENERAL HOSPITAL,WA,1025 S SECOND AVE,99362,"$12,904","$4,959",1,0.384306888,12,"59,508"
"MOSES LAKE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Spokane,MOSES LAKE,500033,SAMARITAN HOSPITAL,WA,801 EAST WHEELER ROAD,98837,"$11,329","$5,807",1,0.512599222,13,"75,491"
"SPOKANE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Spokane,SPOKANE,500077,PROVIDENCE HOLY FAMILY HOSPITAL,WA,5633 NORTH LIDGERWOOD,99208,"$18,643","$5,133",1,0.275350299,13,"66,735.00"
"SPOKANE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Spokane,SPOKANE,500119,VALLEY HOSPITAL,WA,12606 EAST MISSION AVENUE,99216,"$13,096","$5,166",1,0.394484246,17,"87,826.00"
"RICHLAND, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Spokane,RICHLAND,500058,KADLEC REGIONAL MEDICAL CENTER,WA,888 SWIFT BLVD,99352,"$15,349","$5,529",1,0.360187493,19,"105,044.00"
"SPOKANE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Spokane,SPOKANE,500044,DEACONESS HOSPITAL,WA,W 800 FIFTH AVENUE,99210,"$16,142","$5,700",1,0.35311475,19,"108,301.00"
"KENNEWICK, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Spokane,KENNEWICK,500053,KENNEWICK GENERAL HOSPITAL,WA,900 SOUTH AUBURN STREET,99336,"$17,222","$5,304",1,0.307947347,20,"106,070"
"SPOKANE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Spokane,SPOKANE,500054,PROVIDENCE SACRED HEART MEDICAL CENTER,WA,101 WEST 8TH AVENUE,99204,"$18,181","$5,981",1,0.328965172,20,"119,617"
"WENATCHEE, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Spokane,WENATCHEE,500016,CENTRAL WASHINGTON HOSPITAL,WA,1201 SOUTH MILLER STREET,98807,"$17,192","$5,437",1,0.316226842,22,"119,603"
"GIG HARBOR, WA",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,WA - Tacoma,GIG HARBOR,500151,ST ANTHONY HOSPITAL,WA,11567 CANTERWOOD BOULEVARD NW,98332,"$25,361","$6,057",1,0.238816778,22,"133,244.00"
