Country Name,Indicator Name,Year,Value
Latvia,Domestic credit provided by financial sector (% of GDP),1987,
Latvia,Electric power consumption (kWh per capita),1987,
Latvia,Energy use (kg of oil equivalent per capita),1987,
Latvia,Exports of goods and services (% of GDP),1987,
Latvia,"Fertility rate, total (births per woman)",1987,2.15
Latvia,GDP growth (annual %),1987,
Latvia,Imports of goods and services (% of GDP),1987,
Latvia,"Industry, value added (% of GDP)",1987,
Latvia,"Inflation, GDP deflator (annual %)",1987,
Latvia,"Life expectancy at birth, total (years)",1987,70.6929268293
Latvia,Population density (people per sq. km of land area),1987,42.2307383111
Latvia,"Services, etc., value added (% of GDP)",1987,
Lebanon,"Agriculture, value added (% of GDP)",1987,
Lebanon,CO2 emissions (metric tons per capita),1987,2.98197914663
Lebanon,Domestic credit provided by financial sector (% of GDP),1987,
Lebanon,Electric power consumption (kWh per capita),1987,1562.76780549
Lebanon,Energy use (kg of oil equivalent per capita),1987,996.9433219739999
Lebanon,Exports of goods and services (% of GDP),1987,
Lebanon,"Fertility rate, total (births per woman)",1987,3.279
Lebanon,GDP growth (annual %),1987,
Lebanon,Imports of goods and services (% of GDP),1987,
Lebanon,"Industry, value added (% of GDP)",1987,
Lebanon,"Inflation, GDP deflator (annual %)",1987,
Lebanon,"Life expectancy at birth, total (years)",1987,69.3905121951
Lebanon,Population density (people per sq. km of land area),1987,261.210361681
Lebanon,"Services, etc., value added (% of GDP)",1987,
Lesotho,"Agriculture, value added (% of GDP)",1987,15.9170850195
Lesotho,CO2 emissions (metric tons per capita),1987,
Lesotho,Domestic credit provided by financial sector (% of GDP),1987,36.6331502127
Lesotho,Electric power consumption (kWh per capita),1987,
Lesotho,Energy use (kg of oil equivalent per capita),1987,
Lesotho,Exports of goods and services (% of GDP),1987,
Lesotho,"Fertility rate, total (births per woman)",1987,5.169
Lesotho,GDP growth (annual %),1987,0.7261735474869999
Lesotho,Imports of goods and services (% of GDP),1987,
Lesotho,"Industry, value added (% of GDP)",1987,16.2615656525
Lesotho,"Inflation, GDP deflator (annual %)",1987,11.739732390899999
Lesotho,"Life expectancy at birth, total (years)",1987,57.407658536599996
Lesotho,Population density (people per sq. km of land area),1987,50.073913043500006
Lesotho,"Services, etc., value added (% of GDP)",1987,67.821349328
Liberia,"Agriculture, value added (% of GDP)",1987,
Liberia,CO2 emissions (metric tons per capita),1987,0.348967126915
Liberia,Domestic credit provided by financial sector (% of GDP),1987,10.2388198255
Liberia,Electric power consumption (kWh per capita),1987,
Liberia,Energy use (kg of oil equivalent per capita),1987,
Liberia,Exports of goods and services (% of GDP),1987,
Liberia,"Fertility rate, total (births per woman)",1987,6.752000000000001
Liberia,GDP growth (annual %),1987,-1.00160075319
Liberia,Imports of goods and services (% of GDP),1987,
Liberia,"Industry, value added (% of GDP)",1987,
Liberia,"Inflation, GDP deflator (annual %)",1987,16.8470569251
Liberia,"Life expectancy at birth, total (years)",1987,47.282902439
Liberia,Population density (people per sq. km of land area),1987,22.8011212625
Liberia,"Services, etc., value added (% of GDP)",1987,
Libya,"Agriculture, value added (% of GDP)",1987,
Libya,CO2 emissions (metric tons per capita),1987,7.988109312789999
Libya,Domestic credit provided by financial sector (% of GDP),1987,
Libya,Electric power consumption (kWh per capita),1987,1440.80484919
Libya,Energy use (kg of oil equivalent per capita),1987,2700.28315715
Libya,Exports of goods and services (% of GDP),1987,
Libya,"Fertility rate, total (births per woman)",1987,5.787999999999999
Libya,GDP growth (annual %),1987,
Libya,Imports of goods and services (% of GDP),1987,
Libya,"Industry, value added (% of GDP)",1987,
Libya,"Inflation, GDP deflator (annual %)",1987,
Libya,"Life expectancy at birth, total (years)",1987,67.5243902439
Libya,Population density (people per sq. km of land area),1987,2.31701922093
Libya,"Services, etc., value added (% of GDP)",1987,
Liechtenstein,"Agriculture, value added (% of GDP)",1987,
Liechtenstein,CO2 emissions (metric tons per capita),1987,
Liechtenstein,Domestic credit provided by financial sector (% of GDP),1987,
Liechtenstein,Electric power consumption (kWh per capita),1987,
Liechtenstein,Energy use (kg of oil equivalent per capita),1987,
Liechtenstein,Exports of goods and services (% of GDP),1987,
Liechtenstein,"Fertility rate, total (births per woman)",1987,
Liechtenstein,GDP growth (annual %),1987,9.23076798214
Liechtenstein,Imports of goods and services (% of GDP),1987,
Liechtenstein,"Industry, value added (% of GDP)",1987,
Liechtenstein,"Inflation, GDP deflator (annual %)",1987,2.51954066278
Liechtenstein,"Life expectancy at birth, total (years)",1987,
Liechtenstein,Population density (people per sq. km of land area),1987,173.74375
Liechtenstein,"Services, etc., value added (% of GDP)",1987,
Lithuania,"Agriculture, value added (% of GDP)",1987,
Lithuania,CO2 emissions (metric tons per capita),1987,
Lithuania,Domestic credit provided by financial sector (% of GDP),1987,
Lithuania,Electric power consumption (kWh per capita),1987,
Lithuania,Energy use (kg of oil equivalent per capita),1987,
Lithuania,Exports of goods and services (% of GDP),1987,
Lithuania,"Fertility rate, total (births per woman)",1987,2.11
Lithuania,GDP growth (annual %),1987,
Lithuania,Imports of goods and services (% of GDP),1987,
Lithuania,"Industry, value added (% of GDP)",1987,
Lithuania,"Inflation, GDP deflator (annual %)",1987,
Lithuania,"Life expectancy at birth, total (years)",1987,71.9346341463
Lithuania,Population density (people per sq. km of land area),1987,57.695708359899996
Lithuania,"Services, etc., value added (% of GDP)",1987,
Luxembourg,"Agriculture, value added (% of GDP)",1987,
Luxembourg,CO2 emissions (metric tons per capita),1987,23.3817612947
Luxembourg,Domestic credit provided by financial sector (% of GDP),1987,87.6073477348
Luxembourg,Electric power consumption (kWh per capita),1987,12275.118004
Luxembourg,Energy use (kg of oil equivalent per capita),1987,7942.94807822
Luxembourg,Exports of goods and services (% of GDP),1987,105.65093352
Luxembourg,"Fertility rate, total (births per woman)",1987,1.4
Luxembourg,GDP growth (annual %),1987,3.95097823937
Luxembourg,Imports of goods and services (% of GDP),1987,97.192704854
Luxembourg,"Industry, value added (% of GDP)",1987,
Luxembourg,"Inflation, GDP deflator (annual %)",1987,0.0630268232382
Luxembourg,"Life expectancy at birth, total (years)",1987,74.1937560976
Luxembourg,Population density (people per sq. km of land area),1987,
Luxembourg,"Services, etc., value added (% of GDP)",1987,
"Macao SAR, China","Agriculture, value added (% of GDP)",1987,
"Macao SAR, China",CO2 emissions (metric tons per capita),1987,3.01174629248
"Macao SAR, China",Domestic credit provided by financial sector (% of GDP),1987,57.1802858434
"Macao SAR, China",Electric power consumption (kWh per capita),1987,
"Macao SAR, China",Energy use (kg of oil equivalent per capita),1987,
"Macao SAR, China",Exports of goods and services (% of GDP),1987,123.616611679
"Macao SAR, China","Fertility rate, total (births per woman)",1987,1.966
"Macao SAR, China",GDP growth (annual %),1987,14.2999999316
"Macao SAR, China",Imports of goods and services (% of GDP),1987,100.439307095
"Macao SAR, China","Industry, value added (% of GDP)",1987,
"Macao SAR, China","Inflation, GDP deflator (annual %)",1987,13.5507499894
"Macao SAR, China","Life expectancy at birth, total (years)",1987,74.4906341463
"Macao SAR, China",Population density (people per sq. km of land area),1987,16132.75
"Macao SAR, China","Services, etc., value added (% of GDP)",1987,
"Macedonia, FYR","Agriculture, value added (% of GDP)",1987,
"Macedonia, FYR",CO2 emissions (metric tons per capita),1987,
"Macedonia, FYR",Domestic credit provided by financial sector (% of GDP),1987,
"Macedonia, FYR",Electric power consumption (kWh per capita),1987,
"Macedonia, FYR",Energy use (kg of oil equivalent per capita),1987,
"Macedonia, FYR",Exports of goods and services (% of GDP),1987,
"Macedonia, FYR","Fertility rate, total (births per woman)",1987,2.301
"Macedonia, FYR",GDP growth (annual %),1987,
"Macedonia, FYR",Imports of goods and services (% of GDP),1987,
"Macedonia, FYR","Industry, value added (% of GDP)",1987,
"Macedonia, FYR","Inflation, GDP deflator (annual %)",1987,
"Macedonia, FYR","Life expectancy at birth, total (years)",1987,70.4129512195
"Macedonia, FYR",Population density (people per sq. km of land area),1987,78.4257963036
"Macedonia, FYR","Services, etc., value added (% of GDP)",1987,
Madagascar,"Agriculture, value added (% of GDP)",1987,36.1746965981
Madagascar,CO2 emissions (metric tons per capita),1987,0.121845798894
Madagascar,Domestic credit provided by financial sector (% of GDP),1987,32.1437601385
Madagascar,Electric power consumption (kWh per capita),1987,
Madagascar,Energy use (kg of oil equivalent per capita),1987,
Madagascar,Exports of goods and services (% of GDP),1987,16.5645503382
Madagascar,"Fertility rate, total (births per woman)",1987,6.225
Madagascar,GDP growth (annual %),1987,1.1780855188700001
Madagascar,Imports of goods and services (% of GDP),1987,22.505976400700003
Madagascar,"Industry, value added (% of GDP)",1987,13.7077134706
Madagascar,"Inflation, GDP deflator (annual %)",1987,23.0318287566
Madagascar,"Life expectancy at birth, total (years)",1987,49.943268292700004
Madagascar,Population density (people per sq. km of land area),1987,18.164685146300002
Madagascar,"Services, etc., value added (% of GDP)",1987,50.1175899313
Malawi,"Agriculture, value added (% of GDP)",1987,49.0250675629
Malawi,CO2 emissions (metric tons per capita),1987,0.0673841127392
Malawi,Domestic credit provided by financial sector (% of GDP),1987,0.0
Malawi,Electric power consumption (kWh per capita),1987,
Malawi,Energy use (kg of oil equivalent per capita),1987,
Malawi,Exports of goods and services (% of GDP),1987,25.4525276492
Malawi,"Fertility rate, total (births per woman)",1987,7.335
Malawi,GDP growth (annual %),1987,1.62523920222
Malawi,Imports of goods and services (% of GDP),1987,27.809880984299998
Malawi,"Industry, value added (% of GDP)",1987,24.8968886175
Malawi,"Inflation, GDP deflator (annual %)",1987,16.7238667611
Malawi,"Life expectancy at birth, total (years)",1987,44.5645853659
Malawi,Population density (people per sq. km of land area),1987,86.0042851082
Malawi,"Services, etc., value added (% of GDP)",1987,26.078039463400003
Malaysia,"Agriculture, value added (% of GDP)",1987,19.9605352408
Malaysia,CO2 emissions (metric tons per capita),1987,2.44034914838
Malaysia,Domestic credit provided by financial sector (% of GDP),1987,133.690078313
Malaysia,Electric power consumption (kWh per capita),1987,914.119795252
Malaysia,Energy use (kg of oil equivalent per capita),1987,1078.98626036
Malaysia,Exports of goods and services (% of GDP),1987,62.8944955294
Malaysia,"Fertility rate, total (births per woman)",1987,3.6039999999999996
Malaysia,GDP growth (annual %),1987,5.388645243869999
Malaysia,Imports of goods and services (% of GDP),1987,49.0250965037
Malaysia,"Industry, value added (% of GDP)",1987,38.5274705556
Malaysia,"Inflation, GDP deflator (annual %)",1987,7.465749489939999
Malaysia,"Life expectancy at birth, total (years)",1987,70.0253902439
Malaysia,Population density (people per sq. km of land area),1987,50.8400547862
Malaysia,"Services, etc., value added (% of GDP)",1987,41.511994203600004
Maldives,"Agriculture, value added (% of GDP)",1987,
Maldives,CO2 emissions (metric tons per capita),1987,0.397293397485
Maldives,Domestic credit provided by financial sector (% of GDP),1987,37.7788867562
Maldives,Electric power consumption (kWh per capita),1987,
Maldives,Energy use (kg of oil equivalent per capita),1987,
Maldives,Exports of goods and services (% of GDP),1987,78.7150863724
Maldives,"Fertility rate, total (births per woman)",1987,6.776
Maldives,GDP growth (annual %),1987,
Maldives,Imports of goods and services (% of GDP),1987,67.1768138196
Maldives,"Industry, value added (% of GDP)",1987,
Maldives,"Inflation, GDP deflator (annual %)",1987,
Maldives,"Life expectancy at birth, total (years)",1987,58.9744390244
Maldives,Population density (people per sq. km of land area),1987,676.863333333
Maldives,"Services, etc., value added (% of GDP)",1987,
Mali,"Agriculture, value added (% of GDP)",1987,38.9131142395
Mali,CO2 emissions (metric tons per capita),1987,0.04451357321740001
Mali,Domestic credit provided by financial sector (% of GDP),1987,21.706122373699998
Mali,Electric power consumption (kWh per capita),1987,
Mali,Energy use (kg of oil equivalent per capita),1987,
Mali,Exports of goods and services (% of GDP),1987,15.561726455
Mali,"Fertility rate, total (births per woman)",1987,7.156000000000001
Mali,GDP growth (annual %),1987,-0.139164289078
Mali,Imports of goods and services (% of GDP),1987,30.494783098400003
Mali,"Industry, value added (% of GDP)",1987,17.369457323
Mali,"Inflation, GDP deflator (annual %)",1987,-1.90653242238
Mali,"Life expectancy at birth, total (years)",1987,44.853170731700004
Mali,Population density (people per sq. km of land area),1987,6.61632860456
Mali,"Services, etc., value added (% of GDP)",1987,43.7174284375
Malta,"Agriculture, value added (% of GDP)",1987,4.31194353244
Malta,CO2 emissions (metric tons per capita),1987,5.3863070961
Malta,Domestic credit provided by financial sector (% of GDP),1987,58.6675088688
Malta,Electric power consumption (kWh per capita),1987,2487.77160109
Malta,Energy use (kg of oil equivalent per capita),1987,1750.65387462
Malta,Exports of goods and services (% of GDP),1987,69.5802382312
Malta,"Fertility rate, total (births per woman)",1987,1.97
Malta,GDP growth (annual %),1987,4.11051164254
Malta,Imports of goods and services (% of GDP),1987,78.4677241632
Malta,"Industry, value added (% of GDP)",1987,57.76886781939999
Malta,"Inflation, GDP deflator (annual %)",1987,3.05147267889
Malta,"Life expectancy at birth, total (years)",1987,74.5244634146
Malta,Population density (people per sq. km of land area),1987,1076.515625
Malta,"Services, etc., value added (% of GDP)",1987,37.9191886481
Marshall Islands,"Agriculture, value added (% of GDP)",1987,
Marshall Islands,CO2 emissions (metric tons per capita),1987,
Marshall Islands,Domestic credit provided by financial sector (% of GDP),1987,
Marshall Islands,Electric power consumption (kWh per capita),1987,
