Unknown Number of Deaths,0 Deaths,1-50 Deaths,51-100 Deaths,101-1000 Deaths,>1001 Deaths,"Unknown Number of Deaths, lat","Unknown Number of Deaths, lon","0 Deaths, lat","0 Deaths, lon","1-50 Deaths, lat","1-50 Deaths, lon","51-100 Deaths, lat","51-100 Deaths, lon","101-1000 Deaths, lat","101-1000 Deaths, lon",">1001 Deaths, lat",">1001 Deaths, lon"
"Greece:  Kampos (Laconia), 1944",,"Afghanistan:  Kama, 2013",,,,36.7,22.5,,,34.526,70.22,,,,,,
"Balkans Nw:  Serbia, 1755",,"India:  Kashmir:  Doda, Kishtwar, Ramban, 2013",,,,42.5,21.9,,,33.061,75.863,,,,,,
"Kyrgyzstan, 1946",,"Iran:  Hormozgan: Bashagard, 2013",,,,41.5,72.5,,,26.56,57.77,,,,,,
"Greece:  Achaia:  Aeghion, 1817",,"Taiwan:  Jenai, 2013",,,,38.25,22.25,,,23.789,121.141,,,,,,
"Greece:  S, 1752",,"Indonesia:  Banda Aceh, 2013",,,,37.8,21,,,4.645,96.665,,,,,,
"Italy:  Gualdo,Nocera, 1751",,"China:  Yunnan Province:  Benzilan, 2013",,,,43.2,12.8,,,28.229,99.37,,,,,,
"Italy:  Liguria; France:  Vence, Grasse, Nice, 1818",,"Guatemala:  Coatepeque, Quetzaltenango, 2013",,,,43.917,8.033,,,14.643,-92.104,,,,,,
"Turkey, 1751",,"Pakistan: Awaran, 2013",,,,37.8,27,,,27.263,65.587,,,,,,
"Italy:  N, 1919",,"Indonesia:  Banda Aceh, 2013",,,,44,11.5,,,5.067,96.031,,,,,,
"Bulgaria, 1818",,"Iran:  Borazjan, 2013",,,,42.8,23.3,,,29.363,51.314,,,,,,
"Russia:  Chita, 1957",,"Iran:  Bastak, 2014",,,,56.2,116.4,,,27.261,54.428,,,,,,
"Balkans Nw:  Serbia, 1739",,"Chile:  Northern:  Iquique, Alto Hospicio, 2014",,,,44,21.3,,,-19.642,-70.817,,,,,,
"Ecuador:  Monte Pullerina, 1914",,"Pakistan:  Nawabshah, 2014",,,,-0.2,-78.2,,,26.387,68.358,,,,,,
"Bulgaria:  Plovdiv, 1750",,"Greece, Turkey, 2014",,,,42.1,24.8,,,40.305,25.453,,,,,,
"Azores:  Flores, 1739",,"Mexico; Guatemala:  San Marcos, 2014",,,,39.3,-31.1,,,14.742,-92.409,,,,,,
"Balkans Nw:  Croatia, 1721",,"Mexico:  Oaxaca, 2014",,,,45.3,14.4,,,17.842,-95.524,,,,,,
"Azores:  Sao Miguel (San Miguel), 1720",,"South Africa, 2014",,,,38.218,-26.635,,,-26.986,26.741,,,,,,
"Greece:  Thebes, 1914",,"Ecuador:  Quito, 2014",,,,38.25,23.25,,,-0.076,-78.302,,,,,,
"Azores:  Atlantic, 1720",,"California:  Napa, Vallejo, 2014",,,,38.2,-26.6,,,38.22,-122.313,,,,,,
"Italy:  Girifalco, 1626",,"Peru:  Paccha, 2014",,,,38.8,16.4,,,-13.814,-71.744,,,,,,
"Turkey, 1719",,"China:   Yunnan Province:  Yongping, 2014",,,,40.8,29.4,,,23.386,100.487,,,,,,
"Italy:  Citerna, 1917",,"China:  Sichuan Province:  Kangding, 2014",,,,43.5,12.1,,,30.343,101.72,,,,,,
"Italy:  Foggia, 1731",,"China:  Yunnan Province:  Yongping, 2014",,,,41.5,15.5,,,23.336,100.474,,,,,,
"Peru, 1716",,"Balkans Nw:  Bosnia-Herzegovina:, 2015",,,,-13.7,-76,,,44.52,18.93,,,,,,
"China:  Gansu Province, 1954",,"China:  Anhui Province:  Fuyang, 2015",,,,39,101.3,,,33.179,115.798,,,,,,
"Russia:  Off Kamchatka, 1915",,"Taiwan:  Taipei, 2015",,,,53.5,163.3,,,24.194,122.327,,,,,,
"Nevada:  Pleasant Valley, 1915",,,,,,40.5,-117.5,,,,,,,,,,
"Algeria:  El Asnam, 1954",,,,,,36,1.5,,,,,,,,,,
"Chile, 1822",,,,,,-33.05,-71.63,,,,,,,,,,
"Nevada:  Dixie Valley, 1954",,,,,,39.3,-118.2,,,,,,,,,,
"Russia:  Off Kamchatka, 1737",,,,,,55.5,163,,,,,,,,,,
"Balkans Nw:  Croatia, 1942",,,,,,43.4,17.2,,,,,,,,,,
"Mexico:  Central, Colima, 1932",,,,,,19.452,-103.632,,,,,,,,,,
"Italy:  Sicily, Melazzo, 1786",,,,,,38.2,15.2,,,,,,,,,,
"Balkans Nw:  Serbia, 1927",,,,,,44.1,20.5,,,,,,,,,,
"Greece:  Dodecanese Islands, 1933",,,,,,36.8,27.2,,,,,,,,,,
"Chile, 1933",,,,,,-22,-70.5,,,,,,,,,,
"Azores:  Atlantic, 1934",,,,,,38.2,-20.6,,,,,,,,,,
"California:  Baja,Imperial Valley, 1934",,,,,,31.8,-115.5,,,,,,,,,,
"Mexico:  Oaxaca, 1931",,,,,,16.1,-96.8,,,,,,,,,,
"Russia:  Near Kamchatka, 1790",,,,,,54,162,,,,,,,,,,
"Italy:  Camerino, 1799",,,,,,43.1,13.1,,,,,,,,,,
"Greece, 1931",,,,,,41,22.5,,,,,,,,,,
"Greece:  S, 1798",,,,,,36.2,23,,,,,,,,,,
"Romania:  Carpathian Fold,Vrancea, 1802",,,,,,45.7,26.6,,,,,,,,,,
"Philippines:  Mindanao:  Hinatuan,Ebro, 1929",,,,,,8.5,127,,,,,,,,,,
"Iceland, 1929",,,,,,63.9,-21.7,,,,,,,,,,
"Greece:  Oetylos (Laconia), 1927",,,,,,36.75,22.75,,,,,,,,,,
"Albania: Korce, Polena, Lavdar, Moskopoje, Shipske, 1930",,,,,,40.4,20.5,,,,,,,,,,
"Italy:  Firenze (Florence), 1798",,,,,,43.5,11.2,,,,,,,,,,
"Albania:  Durres, 1926",,,,,,41,19.5,,,,,,,,,,
"Balkans Nw:  Croatia, 1717",,,,,,44.1,15.2,,,,,,,,,,
"Azores:  Flores, 1793",,,,,,39.3,-31.1,,,,,,,,,,
"Greece, 1767",,,,,,38.2,20.2,,,,,,,,,,
"Russia:  Kuril Islands:  S, 1958",,,,,,44.53,148.54,,,,,,,,,,
"Greece, 1766",,,,,,38,20.5,,,,,,,,,,
"Missouri:  New Madrid, 1812",,,,,,36.3,-89.6,,,,,,,,,,
"Turkey, 1766",,,,,,41,29,,,,,,,,,,
"Greece, 1759",,,,,,38,20.5,,,,,,,,,,
"Italy:  Pinerolo, 1759",,,,,,44.9,7.3,,,,,,,,,,
"Balkans Nw:  Croatia, 1757",,,,,,45.8,17.4,,,,,,,,,,
"Algeria: Bordj Abou El Hasen, Dahra, 1922",,,,,,36.3,1.3,,,,,,,,,,
"Balkans Nw:  Croatia, 1768",,,,,,44.1,15.2,,,,,,,,,,
"Russia; Mongolia, 1761",,,,,,50,90,,,,,,,,,,
"Greece, 1769",,,,,,38.8,20.8,,,,,,,,,,
"Azores:  Atlantic, 1939",,,,,,37,-24.5,,,,,,,,,,
"Russia:  Komandorsky Island, 1936",,,,,,55,165,,,,,,,,,,
"Italy:  Civitanova Marche, Cagli, 1781",,,,,,43.6,13.5,,,,,,,,,,
"Greece:  Crete, 1780",,,,,,35,25.8,,,,,,,,,,
"Balkans Nw:  Montenegro, 1780",,,,,,42.4,18.8,,,,,,,,,,
"Russia:  Near Kamchatka, 1936",,,,,,55.2,164,,,,,,,,,,
"China:  Qinghai Province, 1937",,,,,,35.5,97.6,,,,,,,,,,
"Turkey, 1778",,,,,,38.5,27,,,,,,,,,,
"Russia:  Lake Baykal, 1769",,,,,,51.8,105.5,,,,,,,,,,
"Balkans Nw:  Croatia:  Bedekovcina, 1775",,,,,,46,15.9,,,,,,,,,,
"Russia:  Near Kamchatka, 1923",,,,,,56.5,162.5,,,,,,,,,,
"Greece-Albania, 1772",,,,,,39.5,20,,,,,,,,,,
"Balkans Nw:  Croatia:  Podgora, 1923",,,,,,43.2,17.1,,,,,,,,,,
"Ecuador:  Alangasi,Sangolqui,Tingo-Pichincha, 1938",,,,,,-0.3,-78.4,,,,,,,,,,
"Italy:  Tyrrhenian Calabria, 1783",,,,,,38.583,16.2,,,,,,,,,,
"Italy:  Amatrice, 1639",,,,,,42.6,13.3,,,,,,,,,,
"Chile, 1681",,,,,,-18.5,-70.35,,,,,,,,,,
"Greece:  Crete, 1665",,,,,,35,25,,,,,,,,,,
"Greece-Bulgaria, 1829",,,,,,41.2,24.5,,,,,,,,,,
"Bulgaria, 1905",,,,,,42,23,,,,,,,,,,
"Peru:  Cuzco,Collao,Lima; Bolivia:  Sicasica, 1650",,,,,,-13.5,-72,,,,,,,,,,
"Balkans Nw:  Croatia, 1639",,,,,,42.5,18.1,,,,,,,,,,
"Mongolia, 1967",,,,,,48.1,102.8,,,,,,,,,,
"Chile, 1639",,,,,,-30,-71.4,,,,,,,,,,
"Albania:   Elbasan, 1906",,,,,,41.1,20,,,,,,,,,,
"Canada:  St Lawrence Valley, 1663",,,,,,47.6,-70.1,,,,,,,,,,
"Ecuador:  Tixan, 1689",,,,,,-2.2,-78.9,,,,,,,,,,
"Turkey:  Tokat, Erbaa, 1827",,,,,,40.7,36.6,,,,,,,,,,
"Russia:  Off Kamchatka, 1969",,,,,,57.7,163.6,,,,,,,,,,
"Greece:  Aegean Sea, 1905",,,,,,40.25,24.2,,,,,,,,,,
"Italy:  Calitri, 1910",,,,,,40.9,15.4,,,,,,,,,,
"Italy:  Nicolosi, 1669",,,,,,37.6,15,,,,,,,,,,
"Italy:  Gargano, 1646",,,,,,41.9,15.8,,,,,,,,,,
"Greece-Albania, 1911",,,,,,41.1,20.7,,,,,,,,,,
"Japan:  S Of Honshu, Hachijojima, 1972",,,,,,33.3,140.7,,,,,,,,,,
"Greece:  Dodecanese Islands, 1672",,,,,,36.5,25.5,,,,,,,,,,
"Greece-Albania, 1674",,,,,,39.5,20,,,,,,,,,,
"Bulgaria, 1641",,,,,,42.3,22.7,,,,,,,,,,
"Balkans Nw:  Croatia, 1648",,,,,,45,14.9,,,,,,,,,,
"Philippines:  Luzon:  Aparri, 1641",,,,,,18.2,121.7,,,,,,,,,,
"Ecuador:  Chimborazo,Bolivar,Quito, 1674",,,,,,-1.7,-79,,,,,,,,,,
"Romania:  Bucharest, 1829",,,,,,44.2,26.1,,,,,,,,,,
"Chile, 1833",,,,,,-28.5,-71.3,,,,,,,,,,
"Turkey, 1905",,,,,,40.2,29,,,,,,,,,,
"Arkansas: Northeast (New Madrid Earthquakes), 1811",,,,,,35.6,-90.4,,,,,,,,,,
"Greece, 1704",,,,,,38.8,20.8,,,,,,,,,,
"Bulgaria:  Struma, 1904",,,,,,41.8,23.2,,,,,,,,,,
"Balkans Nw:  Slovenia, 1640",,,,,,45.9,15.5,,,,,,,,,,
"Japan:  Hokkaido, 1904",,,,,,42.5,145.8,,,,,,,,,,
"Russia:  Lake Baykal, 1829",,,,,,51.4,104.1,,,,,,,,,,
"Iceland:  Selfoss, 1706",,,,,,63.9,-21.2,,,,,,,,,,
"Peru:  Lima, Callao, 1655",,,,,,-12.3,-77.6,,,,,,,,,,
"Russia:  Near Kamchatka, 1959",,,,,,53.9,160.5,,,,,,,,,,
"Philippines:  W. Luzon Island:  Cagayan:  Bangui, 1627",,,,,,18.4,121.6,,,,,,,,,,
"Albania, 1907",,,,,,41.1,20.1,,,,,,,,,,
"Italy:  Cutro, 1832",,,,,,39,17,,,,,,,,,,
"Greece:  Crete, 1655",,,,,,35,25,,,,,,,,,,
"Albania:  Vlore, Sazan, Kanina, Narta, 1833",,,,,,40.4,19.9,,,,,,,,,,
"Greece, 1658",,,,,,38,21,,,,,,,,,,
"Philippines:  Mindanao:  Talacogon,Davao,Butuan, 1911",,,,,,9,126,,,,,,,,,,
"Colombia, 1906",,,,,,3.5,-76.2,,,,,,,,,,
"Greece:  Crete, 1662",,,,,,35,25,,,,,,,,,,
"Italy:  Etna, 1911",,,,,,37.7,15.2,,,,,,,,,,
"Greece:  S, 1696",,,,,,37.8,21,,,,,,,,,,
"Russia:  Off Kamchatka, Shemya, Attu, 1971",,,,,,56,163.3,,,,,,,,,,
"Russia:  Off Kamchatka, 1904",,,,,,52,159,,,,,,,,,,
"Albania:  Korce, Starove, Pogradec, Salxhijas, 1911",,,,,,40.4,20.5,,,,,,,,,,
"Balkans Nw:  Croatia, 1632",,,,,,42.4,18.4,,,,,,,,,,
"Russia:  Off Kamchatka, 1904",,,,,,52,159,,,,,,,,,,
"Japan:  S Of Honshu:  Hachijojima, Tokyo, 1972",,,,,,33.3,140.8,,,,,,,,,,
"Russia:  Kamchatka, 1923",,,,,,54,161,,,,,,,,,,
"Russia:  Off Kamchatka, 1841",,,,,,52,158,,,,,,,,,,
"Israel:  Teverya (Tiberias), Ariha (Jericho), 746",,,,,,32,35.5,,,,,,,,,,
"Russia:  Near Kamchatka, 1792",,,,,,54,162,,,,,,,,,,
"Israel:  Jerusalem, -759",,,,,,33,35.5,,,,,,,,,,
"Greece:  Aegean Sea, -330",,,,,,40,25,,,,,,,,,,
"Bulgaria:  Struma, 1904",,,,,,41.8,23.2,,,,,,,,,,
"Azores:  Praia, 1614",,,,,,38.4,-27,,,,,,,,,,
"Peru:  Lampa-Junin,Huaytapallana, 1969",,,,,,-11.9,-75.1,,,,,,,,,,
"Greece:  Chalkidiki, 1932",,,,,,40.5,23.8,,,,,,,,,,
"Balkans Nw:  Macedonia, 1608",,,,,,42.4,18.5,,,,,,,,,,
"California:  Contra Costa,Alameda Counties, 1861",,,,,,37.5,-122,,,,,,,,,,
"Alaska:  Se Alaska, 1899",,,,,,60,-140,,,,,,,,,,
"Alaska:  Cape Yakataga, 1899",,,,,,60,-142,,,,,,,,,,
"Peru:  Volcan Huaynaputina, 1600",,,,,,-16.8,-70.9,,,,,,,,,,
"Albania:  Gjirokaster, 1860",,,,,,40,20.1,,,,,,,,,,
"Iceland, 1912",,,,,,64,-20,,,,,,,,,,
"Algeria:  El Asnam, 1954",,,,,,36,1.5,,,,,,,,,,
"Chile:  Old Concepcion, 1570",,,,,,-36.75,-73,,,,,,,,,,
"Algeria:  El Asnam, 1954",,,,,,36,1.5,,,,,,,,,,
"Turkey:  Antakya (Antioch), 1109",,,,,,36.2,36.1,,,,,,,,,,
"Albania: Himara, Dhermi, Kuc, Kudhesi, Vlore, Kanina, 1893",,,,,,40.2,19.7,,,,,,,,,,
"Mexico:  Guerrero, 1950",,,,,,16.5,-100.4,,,,,,,,,,
"Turkey, 1353",,,,,,40.8,27,,,,,,,,,,
"Balkans Nw:  Croatia:  Ston, 1850",,,,,,42.8,17.7,,,,,,,,,,
"Ecuador, 1950",,,,,,-1.5,-78.2,,,,,,,,,,
"India:  Fort Madran, 1669",,,,,,None,None,,,,,,,,,,
"Italy:  Siracusa (Syracuse), 1846",,,,,,37,15.3,,,,,,,,,,
"Russia:  E Of Lake Baykal, 1725",,,,,,56.5,118.5,,,,,,,,,,
"Chile, 1562",,,,,,-38.7,-73.5,,,,,,,,,,
"Greece:  Zakinthos (Zante), 1893",,,,,,37.7,20.9,,,,,,,,,,
"Azores:  Luz, 1730",,,,,,38.5,-28,,,,,,,,,,
"Italy:  Sicily, 1848",,,,,,37.2,15.2,,,,,,,,,,
"Azores:  Luz, 1758",,,,,,37,-26,,,,,,,,,,
"Italy:  N, 1117",,,,,,45.5,11,,,,,,,,,,
"Tunisia:  Al-Kairawan, 1040",,,,,,35.7,10,,,,,,,,,,
"Alaska:  Lituya Bay, 1958",,,,,,58.37,-136.665,,,,,,,,,,
"Bulgaria:  Tirnovo, 1913",,,,,,43.5,25.5,,,,,,,,,,
"Chile:  Concepcion, Chillan, Talca, Tutuben, Curico, 1751",,,,,,-36.83,-71.63,,,,,,,,,,
"Italy:  Pozzuoli, 1538",,,,,,40.6,14.1,,,,,,,,,,
"Italy:  N, 1903",,,,,,44.3,10,,,,,,,,,,
"Italy:  N, 1887",,,,,,44.2,12,,,,,,,,,,
"Nevada:  Stillwater Range, 1954",,,,,,39.6,-118.5,,,,,,,,,,
"Italy:  N, 1926",,,,,,44.6,10.7,,,,,,,,,,
"Italy:  Central, 1921",,,,,,42.7,12,,,,,,,,,,
"Italy:  S, 1927",,,,,,41.5,13.8,,,,,,,,,,
"Italy:  N, 1927",,,,,,45,7,,,,,,,,,,
"Italy:  S, 1927",,,,,,41.9,13.5,,,,,,,,,,
"Italy:  N, 1931",,,,,,44.3,10.1,,,,,,,,,,
"Italy:  Central, 1927",,,,,,42.9,13.1,,,,,,,,,,
"Italy:  N, 1927",,,,,,44.5,9.6,,,,,,,,,,
"Italy:  N, 1927",,,,,,44.5,9.6,,,,,,,,,,
"Italy:  N, 1927",,,,,,45.8,11.8,,,,,,,,,,
"Italy:  N, 1958",,,,,,44.3,9.9,,,,,,,,,,
"Balkans Nw:  Slovenia, 1927",,,,,,45.8,14.2,,,,,,,,,,
"Balkans Nw:  Macedonia:  Razlovci, 1555",,,,,,42.8,22.8,,,,,,,,,,
"Italy:  Central, 1917",,,,,,42.5,12.7,,,,,,,,,,
"Italy:  Central, 1930",,,,,,43.7,13.3,,,,,,,,,,
"Italy:  N, 1958",,,,,,44.4,8.8,,,,,,,,,,
"Italy:  N, 1931",,,,,,44.9,11.4,,,,,,,,,,
"Italy:  Sicily, 1909",,,,,,37.7,15.2,,,,,,,,,,
"Italy:  S, 1853",,,,,,40.8,15.2,,,,,,,,,,
"Italy:  S, 1923",,,,,,41.7,13.5,,,,,,,,,,
"Italy:  N, 1948",,,,,,44.6,10.9,,,,,,,,,,
"Italy:  Central, 1909",,,,,,43.2,11.5,,,,,,,,,,
"Italy:  N, 1854",,,,,,44.3,11.8,,,,,,,,,,
"Italy:  Central, 1909",,,,,,43.2,11.5,,,,,,,,,,
"Italy:  Central, 1923",,,,,,43.7,12,,,,,,,,,,
"Italy:  N, 1909",,,,,,44.5,10.5,,,,,,,,,,
"Italy:  Central, 1935",,,,,,42.9,12.7,,,,,,,,,,
"Italy:  Central, 1919",,,,,,43.5,12.1,,,,,,,,,,
"Italy:  N, 1959",,,,,,44.5,9.6,,,,,,,,,,
"Italy:  S, 1919",,,,,,41.6,14.2,,,,,,,,,,
"Italy:  Sicily, 1931",,,,,,37.7,15.1,,,,,,,,,,
"Balkans Nw:  Macedonia:  Skopje, Stamer, 518",,,,,,42,21.4,,,,,,,,,,
"Italy:  Sicily, 1907",,,,,,38,13.7,,,,,,,,,,
"Italy:  N, 1959",,,,,,44.5,10.8,,,,,,,,,,
"Italy:  N, 1921",,,,,,44.3,11.9,,,,,,,,,,
"Italy:  Central, 1921",,,,,,43.2,13.2,,,,,,,,,,
"Italy:  Sicily, 1906",,,,,,38,13.7,,,,,,,,,,
"Italy:  N, 1922",,,,,,45.2,12.7,,,,,,,,,,
"Italy:  Central, 1917",,,,,,43.6,13.7,,,,,,,,,,
"Italy:  Central, 1859",,,,,,43.4,11.3,,,,,,,,,,
"Italy:  N, 1931",,,,,,44.4,11.6,,,,,,,,,,
"Italy:  N, 1931",,,,,,46.3,12.5,,,,,,,,,,
"Italy:  Central, 1931",,,,,,42.7,13,,,,,,,,,,
"Italy:  S, 1926",,,,,,41.5,13.8,,,,,,,,,,
"Italy:  Central, 1928",,,,,,42.9,11.6,,,,,,,,,,
"Italy:  N, 1925",,,,,,44.2,12.2,,,,,,,,,,
"Italy:  N, 1931",,,,,,44.3,10.1,,,,,,,,,,
"Italy:  S, 1917",,,,,,41.7,13.6,,,,,,,,,,
"Italy:  Central, 1943",,,,,,43.1,13.3,,,,,,,,,,
"Italy:  S, 1963",,,,,,40.8,15.6,,,,,,,,,,
"Italy:  S, 1925",,,,,,40.2,16.1,,,,,,,,,,
"Balkans Nw:  Macedonia:  Stobi, 361",,,,,,41.6,21.5,,,,,,,,,,
"Italy:  Central, 1925",,,,,,43.2,10.8,,,,,,,,,,
"Italy:  S, 1951",,,,,,41.6,13.8,,,,,,,,,,
"Italy:  Tyrrhenian Sea, 1897",,,,,,39,12.5,,,,,,,,,,
"Nevada:  Cedar Mountain, 1932",,,,,,38.7,-117.8,,,,,,,,,,
"Italy:  Sicily, 1933",,,,,,37.4,13,,,,,,,,,,
"Italy:  Central, 1925",,,,,,43.2,10.9,,,,,,,,,,
"Italy:  N, 1925",,,,,,46.1,12.2,,,,,,,,,,
"Italy:  Central, 1949",,,,,,42.5,12.7,,,,,,,,,,
"Italy:  Central, 1924",,,,,,42.5,12.7,,,,,,,,,,
"Italy:  Central, 1924",,,,,,43.8,13.2,,,,,,,,,,
"Italy:  Central, 1905",,,,,,42.1,13.9,,,,,,,,,,
"Italy:  Central, 1959",,,,,,42.9,12.6,,,,,,,,,,
"Jordan:  Bab-A-Daraa,Al-Karak, -2150",,,,,,31.1,35.5,,,,,,,,,,
"Greece:  Thera Island (Santorini), -1610",,,,,,36.4,25.4,,,,,,,,,,
"Syrian Coasts, -1365",,,,,,35.683,35.8,,,,,,,,,,
"Israel:  Ariha (Jericho), -1250",,,,,,32,35.5,,,,,,,,,,
"Jordan:  Sw:  Timna Copper Mines, -1050",,,,,,29.6,35,,,,,,,,,,
"Lebanon:  Sur (Tyre), -590",,,,,,33.27,35.22,,,,,,,,,,
"Lebanon:  Sur (Tyre), Sayda (Saida), -525",,,,,,33.56,35.37,,,,,,,,,,
"Greece:  Saronic Gulf, -480",,,,,,37.9,23.5,,,,,,,,,,
"Greece:  Roman Territories, -432",,,,,,37,22.5,,,,,,,,,,
"Iran:  Rey,Eivan-E-Kay, -400",,,,,,35.5,51.8,,,,,,,,,,
"Italy:  Rome, -364",,,,,,35,25,,,,,,,,,,
"India:  Kutch, -326",,,,,,23,71,,,,,,,,,,
"Greece:  Delphi, -282",,,,,,38.5,22.5,,,,,,,,,,
"Greece, -223",,,,,,None,None,,,,,,,,,,
"Spain:  Cadiz, -218",,,,,,36.2,-7.17,,,,,,,,,,
"Italy:  Liguria (Ligurie), Gaule, -217",,,,,,44.3,8.5,,,,,,,,,,
"Portugal:  Cabo San Vicente, -210",,,,,,36,-10.5,,,,,,,,,,
"East Mediterranean Sea, -198",,,,,,36.404,25.396,,,,,,,,,,
"China:  Gansu Province:  Lintao, -193",,,,,,35.4,103.9,,,,,,,,,,
"Italy:  Sabines, -177",,,,,,None,None,,,,,,,,,,
"Albania:  Dyrrachium, -58",,,,,,41.3,19.5,,,,,,,,,,
"Bulgaria:  Bisone [Kavarna], Dionisopolis [Balchik], -50",,,,,,43.5,28.5,,,,,,,,,,
"Israel:  Qumran,Ariha (Jericho), -31",,,,,,32,35.5,,,,,,,,,,
"Egypt:  Thebes, -27",,,,,,25.7,32.7,,,,,,,,,,
"Cyprus:  Salamis, -15",,,,,,35.2,34,,,,,,,,,,
"Pakistan, 25",,,,,,33,72,,,,,,,,,,
"Israel:  Palestine, 33",,,,,,31.2,34.2,,,,,,,,,,
"Afghanistan:  Aikhanum, 50",,,,,,37,68.5,,,,,,,,,,
"Greece:  Philippi,Drama,Kavala, 52",,,,,,41,24.3,,,,,,,,,,
"Turkey:  Galatia, 109",,,,,,40,34,,,,,,,,,,
"Greece:  Rhodes, 142",,,,,,36.7,28,,,,,,,,,,
"Greece-Turkey:  Vitinia,Hellespont, 170",,,,,,39,24.5,,,,,,,,,,
"China:  Yellow Sea, 173",,,,,,37.5,120,,,,,,,,,,
"Italy:  Verona,Benaco, 243",,,,,,45.3,11,,,,,,,,,,
"Israel:  Aeropolis, 315",,,,,,31.7,35.5,,,,,,,,,,
"Jordan:  Al-Karak, 362",,,,,,31.3,35.6,,,,,,,,,,
"Turkey:  Nicaea [Iznik], 368",,,,,,40,29,,,,,,,,,,
"Portugal:  Cabo San Vicente:  Sw, 382",,,,,,36,-10.83,,,,,,,,,,
"Israel:  Palestine, 419",,,,,,31.2,34.2,,,,,,,,,,
"France:  Vienne,Vivarais,Dauphine,Velay,Forez, 470",,,,,,44.4,4.3,,,,,,,,,,
"Greece:  Durres,Korinthos, 521",,,,,,39.6,21.2,,,,,,,,,,
"Greece:  Maliakos Gulf, 551",,,,,,None,None,,,,,,,,,,
"Turkey: Mandelia, 554",,,,,,36.5,27.5,,,,,,,,,,
"Turkey:  Marmara Sea, 557",,,,,,40.9,27.6,,,,,,,,,,
"Turkey:  Antakya (Antioch), 579",,,,,,36,36,,,,,,,,,,
"Iran:  Tabriz, 634",,,,,,38,46.2,,,,,,,,,,
"Japan:  Kyoto Prefecture, 701",,,,,,35.7,135.4,,,,,,,,,,
"Japan:  Kumanonada, 704",,,,,,33.8,136.7,,,,,,,,,,
"Turkey:  Antakya (Antioch), 716",,,,,,36,36,,,,,,,,,,
"Japan:  Shimabara, Yatsushiro, Higo, 744",,,,,,32.4,130.5,,,,,,,,,,
"Japan:  Mino, 745",,,,,,35.5,136.9,,,,,,,,,,
"Japan: Osaka Bay, 745",,,,,,34.6,135.3,,,,,,,,,,
"Syria:  Dimashq (Damascus), 748",,,,,,33.5,36.3,,,,,,,,,,
"Iran:  Khurasan, 763",,,,,,33.3,59.3,,,,,,,,,,
"Japan:  N. Kagoshima Bay, 766",,,,,,31.6,130.7,,,,,,,,,,
"Turkey: Gulf Of Iskenderun, 803",,,,,,36.95,35.6,,,,,,,,,,
"United Kingdom:  Channel Islands; Gaul, 842",,,,,,49.5,-2.5,,,,,,,,,,
"Syria:  Dimashq (Damascus), 847",,,,,,33.5,36.3,,,,,,,,,,
"Japan:  Yomagata, Shonai, 850",,,,,,39,139.9,,,,,,,,,,
"Egypt, 857",,,,,,None,None,,,,,,,,,,
"Iran:  Rey, 864",,,,,,35.3,51.2,,,,,,,,,,
"Japan:  Honshu:  Niigata, 887",,,,,,37.5,138.1,,,,,,,,,,
"Iran:  Rey (Ray), 898",,,,,,35.3,51.2,,,,,,,,,,
"Iraq:  Kufah,Baghdad, 910",,,,,,33.2,44.2,,,,,,,,,,
"Iran:  Dinavar, 912",,,,,,34.6,47.8,,,,,,,,,,
"Japan:  Kumanonada, 922",,,,,,33.8,136.7,,,,,,,,,,
"Iran:  Ray, Talqan, 957",,,,,,35.7,51.4,,,,,,,,,,
"Iraq:  Halwan,Jalula,Khanikin,Baghdad, 958",,,,,,33.2,44.2,,,,,,,,,,
"Iran:  Taheri (Siraf), 977",,,,,,27.4,52.2,,,,,,,,,,
"Italy:  Benevento, 985",,,,,,41.1,14.8,,,,,,,,,,
"France:  Burgundy, 1003",,,,,,47,6,,,,,,,,,,
"Japan:  Off Masuda, Shimane Prefecture, 1026",,,,,,34.8,131.8,,,,,,,,,,
"Iran:  Khorasan:  Baihaq, Nishapur, 1052",,,,,,36,58.8,,,,,,,,,,
"Iran:  Khuzestan:  Arrjan, 1052",,,,,,30.6,50.3,,,,,,,,,,
"Turkey:  Iznik,Nicaea, 1064",,,,,,40.7,29.7,,,,,,,,,,
"Egypt:  Al-Qahirah (Cairo); Israel:  Jerusalem, 1070",,,,,,30,31.1,,,,,,,,,,
"Japan:  Sanriku, 1088",,,,,,40.5,143,,,,,,,,,,
"Japan:  Nankaido, 1099",,,,,,33,135.5,,,,,,,,,,
"Turkey:  Sanaosata,Ghisn-Mansur,Knesun,Maras, 1114",,,,,,37.5,38.5,,,,,,,,,,
"Turkey:  Antakya (Antioch); Syria:  Halab (Aleppo), 1114",,,,,,36.1,36.1,,,,,,,,,,
"Iran:  Hengam Island,Kish Island, 1115",,,,,,26.4,55.5,,,,,,,,,,
"Turkey:  Antioch; Syria: Aleppo; Israel: Palestine, 1115",,,,,,36.1,36.1,,,,,,,,,,
"Iran:  Qazvin, 1119",,,,,,36.2,50,,,,,,,,,,
"Iraq:  Al-Mawsil (Mosul),Jabal,Jazirah, 1130",,,,,,36.2,43.1,,,,,,,,,,
"Israel, 1160",,,,,,32,35.5,,,,,,,,,,
"Lebanon:  Tarabulus (Tripoli), 1171",,,,,,34.4,35.8,,,,,,,,,,
