City,State,Population,lat,lon,year
Burlington,North Carolina,570119,36.0956918,-79.437799,2016
Garland,Texas,843852,32.912624,-96.638883,2016
Richmond,California,918230,37.9357576,-122.34775,2016
Bismarck,North Dakota,456581,46.8083268,-100.78374,2016
Carson City,Nevada,321677,39.1637984,-119.7674,2016
Muskogee,Oklahoma,338624,35.7478769,-95.369691,2016
Augusta-Richmond County,Georgia,477215,33.4734978,-82.010515,2016
Fayetteville,North Carolina,896895,35.0526641,-78.878358,2016
Albany,Georgia,287143,31.5785074,-84.155741,2016
Sayreville,New Jersey,39526,40.4594021,-74.360846,2016
Newark,California,128615,37.5296593,-122.04024,2016
Diamond Bar,California,470656,34.0286226,-117.81034,2016
Decatur,Alabama,219796,34.6059253,-86.983342,2016
Chattanooga,Tennessee,28510,35.0456297,-85.30968,2016
Jeffersonville,Indiana,994938,38.2775702,-85.737185,2016
Bartlett,Illinois,880987,41.9950276,-88.18563,2016
Baldwin Park,California,853827,34.0852868,-117.9609,2016
Miami Beach,Florida,628241,25.790654,-80.130046,2016
Jackson,Tennessee,427373,35.6145169,-88.813947,2016
Port Arthur,Texas,418637,29.8849504,-93.939947,2016
San Luis Obispo,California,259250,35.2827524,-120.65962,2016
Burleson,Texas,913719,32.5420821,-97.320849,2016
Newport Beach,California,902825,33.6189101,-117.92895,2016
Riverton,Utah,622883,40.521893,-111.9391,2016
Yakima,Washington,808558,46.6020711,-120.5059,2016
Dayton,Ohio,212435,39.7589478,-84.191607,2016
Gulfport,Mississippi,886391,30.3674198,-89.092816,2016
Long Beach,California,70427,33.7700504,-118.19374,2016
Chico,California,819847,39.7284944,-121.83748,2016
Hattiesburg,Mississippi,290306,31.3271189,-89.290339,2016
Eugene,Oregon,96823,44.0520691,-123.08675,2016
Colton,California,60823,34.0739016,-117.31365,2016
Montebello,California,231401,34.0165053,-118.11375,2016
Pleasanton,California,799155,37.6624312,-121.87468,2016
Everett,Washington,975272,47.9789848,-122.20208,2016
Hutchinson,Kansas,656106,38.0608445,-97.929774,2016
Fairfield,California,246562,38.2493581,-122.03997,2016
Avondale,Arizona,178005,33.4355977,-112.3496,2016
Euclid,Ohio,177522,41.5931049,-81.526787,2016
Battle Creek,Michigan,787617,42.3211522,-85.179714,2016
Bloomington,Minnesota,765799,44.840798,-93.29828,2016
Rock Island,Illinois,924316,41.5094771,-90.578748,2016
Beaverton,Oregon,380046,45.487062,-122.80371,2016
Kenner,Louisiana,43783,29.9940924,-90.241743,2016
Clovis,New Mexico,137979,34.4047987,-103.20523,2016
Troy,New York,844390,42.7284117,-73.691785,2016
Milpitas,California,961604,37.4323341,-121.89957,2016
Des Plaines,Illinois,506783,42.0333623,-87.883399,2016
Placentia,California,19842,33.8722371,-117.87034,2016
Taunton,Massachusetts,216188,41.900101,-71.089767,2016
Montclair,California,229041,34.0775104,-117.68978,2016
Johnson City,Tennessee,810747,36.3134397,-82.353473,2016
Savannah,Georgia,90307,32.0835407,-81.099834,2016
Warren,Ohio,303467,41.2375569,-80.818417,2016
Vancouver,Washington,601102,45.6387281,-122.66149,2016
Sunrise,Florida,949910,26.1669711,-80.256595,2016
Muncie,Indiana,451680,40.1933767,-85.38636,2016
Lehi,Utah,814794,40.3916172,-111.85077,2016
San Francisco,California,323686,37.7749295,-122.41942,2016
Fontana,California,413879,34.0922335,-117.43505,2016
Frisco,Texas,592170,33.1506744,-96.823612,2016
Chino Hills,California,583009,33.9898188,-117.73258,2016
Poway,California,521410,32.9628232,-117.03586,2016
Huber Heights,Ohio,228944,39.843947,-84.124661,2016
New Brunswick,New Jersey,139620,40.4862157,-74.451819,2016
Norfolk,Virginia,436767,36.8507689,-76.285873,2016
Hillsboro,Oregon,398736,45.5228939,-122.98983,2016
San Jacinto,California,131541,33.7839084,-116.95864,2016
Pensacola,Florida,657556,30.421309,-87.216915,2016
Hamilton,Ohio,936007,39.3995008,-84.561336,2016
Florence,South Carolina,298446,34.1954331,-79.762563,2016
San Bernardino,California,675267,34.1083449,-117.28977,2016
Peachtree Corners,Georgia,537913,33.9698929,-84.221455,2016
Victorville,California,990505,34.5362184,-117.29276,2016
Gary,Indiana,974012,41.5933696,-87.346427,2016
Casa Grande,Arizona,534429,32.8795022,-111.75735,2016
Morgan Hill,California,471467,37.1305012,-121.65439,2016
Dubuque,Iowa,937891,42.5005583,-90.664572,2016
Syracuse,New York,668231,43.0481221,-76.147424,2016
Clarksville,Tennessee,278416,36.5297706,-87.359453,2016
Lakeland,Florida,482930,28.0394654,-81.949804,2016
Valley Stream,New York,802777,40.6642699,-73.708465,2016
Dover,Delaware,311027,39.158168,-75.524368,2016
Moorhead,Minnesota,27373,46.8737648,-96.767804,2016
Culver City,California,118821,34.0211224,-118.39647,2016
Palatine,Illinois,893271,42.1103041,-88.03424,2016
Seattle,Washington,984685,47.6062095,-122.33207,2016
Covington,Kentucky,131861,39.0836712,-84.508554,2016
Elk Grove,California,131804,38.4087993,-121.37162,2016
Shreveport,Louisiana,73227,32.5251516,-93.750179,2016
Ogden,Utah,639951,41.223,-111.97383,2016
Harrisonburg,Virginia,831650,38.4495688,-78.868916,2016
Inglewood,California,340760,33.9616801,-118.35313,2016
Pasadena,California,534489,34.1477849,-118.14452,2016
Lawrence,Massachusetts,415287,42.7070354,-71.163114,2016
Lake Oswego,Oregon,267476,45.4206749,-122.67065,2016
Petaluma,California,304061,38.232417,-122.63665,2016
Springfield,Ohio,57340,39.9242266,-83.808817,2016
Napa,California,117263,38.2975381,-122.28686,2016
Aurora,Colorado,335322,39.7294319,-104.83192,2016
Duluth,Minnesota,326490,46.7866719,-92.100485,2016
Roanoke,Virginia,626264,37.2709704,-79.941427,2016
Bend,Oregon,132021,44.0581728,-121.31531,2016
Apple Valley,California,629340,34.5008311,-117.18588,2016
Waltham,Massachusetts,643867,42.3764852,-71.235611,2016
Fort Myers,Florida,216326,26.640628,-81.872308,2016
Tampa,Florida,288069,27.950575,-82.457178,2016
Upland,California,55519,34.09751,-117.64839,2016
Danville,Virginia,304575,36.5859718,-79.395023,2016
Beloit,Wisconsin,257694,42.5083482,-89.031777,2016
Plantation,Florida,104619,26.1275862,-80.233104,2016
Colorado Springs,Colorado,534955,38.8338816,-104.82136,2016
Modesto,California,508492,37.6390972,-120.99688,2016
Grand Rapids,Michigan,968217,42.9633599,-85.668086,2016
Oak Park,Illinois,207517,41.8850317,-87.784503,2016
Sarasota,Florida,474749,27.3364347,-82.530653,2016
Jurupa Valley,California,662641,33.9971974,-117.48548,2016
Bellflower,California,532758,33.8816818,-118.11701,2016
Boulder,Colorado,565184,40.0149856,-105.27055,2016
Santa Fe,New Mexico,521299,35.6869752,-105.9378,2016
Coachella,California,39426,33.6803003,-116.17389,2016
Marlborough,Massachusetts,72523,42.3459271,-71.552287,2016
Riverside,California,209528,33.9533487,-117.39616,2016
Palmdale,California,348665,34.5794343,-118.11646,2016
Novato,California,877999,38.1074198,-122.5697,2016
Layton,Utah,391098,41.0602216,-111.97105,2016
Bolingbrook,Illinois,838050,41.6986416,-88.068396,2016
Mission Viejo,California,34563,33.6000232,-117.672,2016
Glenview,Illinois,985095,42.0697509,-87.787841,2016
Lincoln,California,442180,38.891565,-121.29301,2016
Folsom,California,170364,38.6779591,-121.17606,2016
Prescott Valley,Arizona,131999,34.6100243,-112.31572,2016
Las Cruces,New Mexico,171288,32.3199396,-106.76365,2016
Bozeman,Montana,827595,45.6769979,-111.04293,2016
Schaumburg,Illinois,833988,42.0333607,-88.083406,2016
Warren,Michigan,72937,42.5144566,-83.014653,2016
St. Peters,Missouri,346344,38.7874699,-90.629892,2016
Ames,Iowa,133166,42.034722,-93.62,2016
Surprise,Arizona,768302,33.6292337,-112.36793,2016
Richardson,Texas,735313,32.9483335,-96.729852,2016
Midland,Michigan,396098,43.6155825,-84.247212,2016
San Marcos,Texas,277250,29.8832749,-97.941394,2016
Wilkes-Barre,Pennsylvania,596377,41.2459149,-75.881307,2016
Appleton,Wisconsin,804501,44.2619309,-88.415385,2016
Shawnee,Kansas,123781,39.0228485,-94.715187,2016
Mentor,Ohio,532113,41.6661573,-81.339552,2016
Livermore,California,682548,37.6818745,-121.76801,2016
Charlotte,North Carolina,725055,35.2270869,-80.843127,2016
Owensboro,Kentucky,965791,37.7719074,-87.111168,2016
Jupiter,Florida,463381,26.9342246,-80.094209,2016
Rohnert Park,California,891719,38.3396367,-122.7011,2016
Chicago,Illinois,326797,41.8781136,-87.629798,2016
Billings,Montana,886310,45.7832856,-108.50069,2016
Wauwatosa,Wisconsin,811325,43.0494572,-88.007588,2016
Lombard,Illinois,790833,41.8800296,-88.007844,2016
New Haven,Connecticut,140472,41.308274,-72.927884,2016
York,Pennsylvania,610828,39.9625984,-76.727745,2016
Knoxville,Tennessee,213560,35.9606384,-83.920739,2016
Elyria,Ohio,215672,41.3683798,-82.107649,2016
Barnstable Town,Massachusetts,948124,41.7003208,-70.300202,2016
Murray,Utah,173591,40.6668916,-111.88799,2016
Alameda,California,411914,37.7652065,-122.24164,2016
Manteca,California,473869,37.7974273,-121.21605,2016
Maplewood,Minnesota,510722,44.9530215,-92.995215,2016
Medford,Oregon,164374,42.3265152,-122.87559,2016
Murfreesboro,Tennessee,493764,35.8456213,-86.39027,2016
Yuba City,California,30216,39.1404477,-121.61691,2016
Shelton,Connecticut,505321,41.3164856,-73.093164,2016
Cedar Falls,Iowa,850807,42.5348993,-92.445316,2016
Germantown,Tennessee,788436,35.0867577,-89.810086,2016
Scranton,Pennsylvania,671485,41.408969,-75.662412,2016
Auburn,Alabama,294496,32.6098566,-85.480782,2016
Manassas,Virginia,366881,38.7509488,-77.475267,2016
Vacaville,California,761189,38.3565773,-121.98774,2016
Santa Monica,California,836219,34.0194543,-118.49119,2016
Suffolk,Virginia,133478,36.7282054,-76.583562,2016
Rochester Hills,Michigan,680665,42.6583661,-83.149932,2016
La Quinta,California,148538,33.6633573,-116.31001,2016
Charleston,West Virginia,342104,38.3498195,-81.632623,2016
Delano,California,100298,35.7688425,-119.24705,2016
St. Cloud,Florida,856306,28.2489016,-81.28118,2016
Charleston,South Carolina,764439,32.7764749,-79.931051,2016
Kannapolis,North Carolina,698974,35.4873613,-80.621734,2016
Corona,California,774005,33.8752935,-117.56644,2016
Rocklin,California,565963,38.7907339,-121.23578,2016
Lee's Summit,Missouri,538482,38.9108408,-94.382172,2016
Palm Coast,Florida,88234,29.5844524,-81.20787,2016
Sandy,Utah,98048,40.5649781,-111.83897,2016
Bentonville,Arkansas,389542,36.3728538,-94.208817,2016
Santa Clarita,California,746512,34.3916641,-118.54259,2016
Altamonte Springs,Florida,391341,28.6611089,-81.365624,2016
New Braunfels,Texas,371846,29.7030024,-98.124453,2016
Memphis,Tennessee,430808,35.1495343,-90.04898,2016
Irving,Texas,927410,32.8140177,-96.948895,2016
Alexandria,Virginia,551015,38.8048355,-77.046921,2016
Hesperia,California,32771,34.4263886,-117.30088,2016
Holyoke,Massachusetts,503156,42.2042586,-72.616201,2016
Dunwoody,Georgia,397583,33.9462125,-84.334647,2016
Skokie,Illinois,918915,42.0324025,-87.741625,2016
Kearny,New Jersey,340861,40.7684342,-74.145421,2016
Bethlehem,Pennsylvania,500365,40.6259316,-75.370458,2016
St. Joseph,Missouri,631855,39.7674578,-94.846681,2016
Redondo Beach,California,972721,33.8491816,-118.38841,2016
Houston,Texas,766968,29.7604267,-95.369803,2016
Temecula,California,625513,33.4936391,-117.14836,2016
Ann Arbor,Michigan,965308,42.2808256,-83.743038,2016
Beaumont,Texas,658468,30.080174,-94.126556,2016
East Lansing,Michigan,574550,42.7369792,-84.483865,2016
Santee,California,244234,32.8383828,-116.97392,2016
Tamarac,Florida,26452,26.2128609,-80.249771,2016
Bellevue,Nebraska,181319,41.1543623,-95.914557,2016
Pembroke Pines,Florida,797184,26.007765,-80.296256,2016
Springdale,Arkansas,674272,36.1867442,-94.128814,2016
Oxnard,California,186656,34.1975048,-119.17705,2016
Odessa,Texas,169415,31.8456816,-102.36764,2016
Stillwater,Oklahoma,623001,36.1156071,-97.058368,2016
Brockton,Massachusetts,458006,42.0834335,-71.018379,2016
Bayonne,New Jersey,669123,40.6687141,-74.114309,2016
Paramount,California,700867,33.8894598,-118.15979,2016
Moline,Illinois,271144,41.5067003,-90.515134,2016
Meridian,Mississippi,615011,32.3643098,-88.703656,2016
Cleveland,Tennessee,249702,35.1595182,-84.876612,2016
Jersey City,New Jersey,17636,40.7281575,-74.077642,2016
St. Paul,Minnesota,379607,44.9537029,-93.089958,2016
Deltona,Florida,16265,28.9005446,-81.263674,2016
Freeport,New York,684057,40.6576022,-73.583183,2016
Iowa City,Iowa,559044,41.6611277,-91.530168,2016
Anaheim,California,127427,33.8352932,-117.9145,2016
Apple Valley,Minnesota,340187,44.7319094,-93.21772,2016
Great Falls,Montana,471689,47.4941836,-111.28334,2016
West Valley City,Utah,726825,40.6916132,-112.00105,2016
Hampton,Virginia,117332,37.0298687,-76.345222,2016
Georgetown,Texas,279068,30.6332618,-97.677984,2016
Orem,Utah,480926,40.2968979,-111.69465,2016
Monrovia,California,636710,34.1442616,-118.00195,2016
Keller,Texas,954437,32.9341893,-97.229298,2016
Goose Creek,South Carolina,902454,32.9810059,-80.032587,2016
Little Rock,Arkansas,119263,34.7464809,-92.289595,2016
Santa Ana,California,26637,33.7455731,-117.86783,2016
White Plains,New York,414438,41.0339862,-73.76291,2016
Idaho Falls,Idaho,701610,43.4916514,-112.03396,2016
Bellevue,Washington,258898,47.610377,-122.20068,2016
Roseville,California,225155,38.7521235,-121.28801,2016
Perth Amboy,New Jersey,669377,40.5067723,-74.265423,2016
Peabody,Massachusetts,209800,42.5278731,-70.928661,2016
Grand Island,Nebraska,985901,40.9263957,-98.342012,2016
Columbia,Missouri,873352,38.9517053,-92.334072,2016
Racine,Wisconsin,956298,42.7261309,-87.782852,2016
Carmel,Indiana,628389,39.978371,-86.118044,2016
Portage,Michigan,583212,42.2011538,-85.580002,2016
Middletown,Ohio,969863,39.5150576,-84.398276,2016
Woodland,California,517453,38.6785157,-121.7733,2016
Revere,Massachusetts,667333,42.4084302,-71.011995,2016
Euless,Texas,16614,32.8370727,-97.081954,2016
Arlington Heights,Illinois,121061,42.0883603,-87.980627,2016
Hemet,California,922789,33.7475203,-116.97197,2016
High Point,North Carolina,108234,35.9556923,-80.005318,2016
Newark,Ohio,42601,40.0581205,-82.401264,2016
Midwest City,Oklahoma,760497,35.4495065,-97.396702,2016
San Marcos,California,457148,33.1433723,-117.16614,2016
Port Orange,Florida,715224,29.1383165,-80.995611,2016
Lakewood,California,949226,33.8536269,-118.13396,2016
Westerville,Ohio,530695,40.1261743,-82.92907,2016
Rockford,Illinois,242297,42.2711311,-89.093995,2016
El Cajon,California,832278,32.7947731,-116.96253,2016
St. Petersburg,Florida,631566,27.773056,-82.64,2016
Downers Grove,Illinois,589110,41.8089191,-88.011175,2016
Milford,Connecticut,367872,41.2306979,-73.064036,2016
Albany,Oregon,332450,44.6365107,-123.10593,2016
Las Vegas,Nevada,866077,36.1699412,-115.13983,2016
Pasadena,Texas,59585,29.6910625,-95.209101,2016
Port St. Lucie,Florida,290720,27.2730492,-80.358226,2016
Cedar Rapids,Iowa,173444,41.9778795,-91.665623,2016
Ormond Beach,Florida,601940,29.2858129,-81.055889,2016
Quincy,Massachusetts,886968,42.2528772,-71.002271,2016
Miramar,Florida,390339,25.9860762,-80.30356,2016
El Paso,Texas,629265,31.7775757,-106.44246,2016
Topeka,Kansas,75430,39.0558235,-95.689019,2016
Rosemead,California,722205,34.0805651,-118.07285,2016
Keizer,Oregon,817833,44.9901194,-123.02621,2016
Minnetonka,Minnesota,95394,44.9211836,-93.468749,2016
Akron,Ohio,395206,41.0814447,-81.519005,2016
Edinburg,Texas,36619,26.3017374,-98.163343,2016
Rancho Cucamonga,California,335767,34.1063989,-117.59311,2016
North Charleston,South Carolina,966572,32.8546197,-79.97481,2016
Louisville,Kentucky,831423,38.2526647,-85.758456,2016
Watsonville,California,128531,36.910231,-121.75689,2016
Coconut Creek,Florida,694851,26.2517482,-80.178935,2016
Bradenton,Florida,755115,27.4989278,-82.574819,2016
Carlsbad,California,894564,33.1580933,-117.35059,2016
Texas City,Texas,611624,29.383845,-94.9027,2016
Redding,California,973412,40.5865396,-122.39168,2016
Wyoming,Michigan,784767,42.9133602,-85.705309,2016
Lorain,Ohio,998796,41.452819,-82.182375,2016
Roy,Utah,647907,41.1616108,-112.02633,2016
Fort Lauderdale,Florida,701836,26.1224386,-80.137317,2016
Warner Robins,Georgia,107169,32.6130007,-83.624201,2016
Clearwater,Florida,109038,27.9658533,-82.800103,2016
Cutler Bay,Florida,932814,25.5808323,-80.346859,2016
Florence,Alabama,545882,34.79981,-87.677251,2016
Terre Haute,Indiana,700782,39.4667034,-87.413909,2016
Temple,Texas,286408,31.0982344,-97.342782,2016
Beavercreek,Ohio,499465,39.7092262,-84.063269,2016
Sioux Falls,South Dakota,65626,43.5445959,-96.731103,2016
Columbus,Indiana,143210,39.2014404,-85.92138,2016
Margate,Florida,815256,26.2445263,-80.206436,2016
Leominster,Massachusetts,671942,42.5250906,-71.759794,2016
Warwick,Rhode Island,365220,41.7001009,-71.416167,2016
Bakersfield,California,388659,35.3732921,-119.01871,2016
Miami,Florida,998269,25.7616798,-80.19179,2016
Lake Charles,Louisiana,873234,30.2265949,-93.217376,2016
Richland,Washington,347143,46.2856907,-119.28446,2016
Hickory,North Carolina,380929,35.7344538,-81.344457,2016
South San Francisco,California,934650,37.654656,-122.40775,2016
Plymouth,Minnesota,219037,45.0105194,-93.455509,2016
South Bend,Indiana,13209,41.6763545,-86.25199,2016
Edmond,Oklahoma,476718,35.6528323,-97.478095,2016
Des Moines,Iowa,118618,41.6005448,-93.609106,2016
Bonita Springs,Florida,629519,26.339806,-81.778697,2016
Draper,Utah,650875,40.5246711,-111.86382,2016
Whittier,California,456633,33.9791793,-118.03284,2016
Livonia,Michigan,912550,42.36837,-83.35271,2016
Milwaukee,Wisconsin,372424,43.0389025,-87.906474,2016
Auburn,Washington,116058,47.3073228,-122.22845,2016
Sumter,South Carolina,388868,33.9204354,-80.341469,2016
Beverly,Massachusetts,730110,42.5584283,-70.880049,2016
Renton,Washington,153958,47.4828776,-122.21707,2016
Centennial,Colorado,238451,39.5807452,-104.87717,2016
Richmond,Virginia,269998,37.5407246,-77.436048,2016
Anderson,Indiana,632382,40.1053196,-85.680254,2016
Beaumont,California,119801,33.9294606,-116.97725,2016
Pflugerville,Texas,301049,30.4393696,-97.620004,2016
Hoboken,New Jersey,988648,40.7439905,-74.032363,2016
Lexington-Fayette,Kentucky,640008,38.0405837,-84.503716,2016
Norwalk,California,423636,33.9022367,-118.08173,2016
Yuma,Arizona,850339,32.6926512,-114.62769,2016
Highland,California,907563,34.1283442,-117.20865,2016
Carol Stream,Illinois,990795,41.9125286,-88.134793,2016
Joliet,Illinois,13245,41.525031,-88.081725,2016
Rock Hill,South Carolina,404662,34.9248667,-81.025078,2016
