mission,company,location,date,time,rocket,price,successful
Apollo 10,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1969-05-18,16:49:00,Saturn V,22030000,True
Canyon 2 (AFP-827),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1969-04-13,2:30:00,Atlas-SLV3A Agena-D,12670000,True
Mariner 7,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1969-03-27,22:22:00,Atlas-SLV3C Centaur-D,9110000,True
OV1-17/OV1-18/OV1-19,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",1969-03-18,7:47:00,Atlas-E/F OV1,12660000,True
Apollo 9,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1969-03-03,16:00:00,Saturn V,1070000,True
Mariner 6,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1969-02-25,1:29:00,Atlas-SLV3C Centaur-D,23790000,True
OPS-0757 (Tacsat),Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1969-02-09,21:09:00,Titan IIIC,19290000,True
Apollo 8,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1968-12-21,12:51:00,Saturn V,20520000,True
OAO-2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1968-12-07,8:40:00,Atlas-SLV3C Centaur-D,4440000,True
Apollo 7,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1968-10-11,15:02:00,Saturn IB,4160000,True
"LES-6, OV2-5, OV5-2, OV5-4",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1968-09-26,7:37:00,Titan IIIC,1450000,True
STP P68-1,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1968-08-16,20:57:00,Atlas-SLV3 Burner-2,13750000,False
ATS-4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1968-08-10,22:33:00,Atlas-SLV3C Centaur-D,8410000,False
Canyon 1 (AFP-827),General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1968-08-06,11:08:00,Atlas-SLV3A Agena-D,15680000,True
OV1-15/OV1-16,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",1968-07-11,19:30:00,Atlas-E/F OV1,5760000,True
OPS 9341-9348,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1968-06-13,14:03:00,Titan IIIC,2770000,True
OV1-13/OV1-14,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA",1968-04-06,9:59:00,Atlas-E/F OV1,15560000,True
Apollo 6,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1968-04-04,12:00:00,Saturn V,12320000,False
OGO-5,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1968-03-04,13:06:00,Atlas-SLV3A Agena-D,4660000,True
Apollo 5,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1968-01-22,22:48:00,Saturn IB,19230000,True
Surveyor 7,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1968-01-07,6:30:00,Atlas-SLV3C Centaur-D,23070000,True
Apollo 4,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1967-11-09,12:00:00,Saturn V,23080000,True
Surveyor 6,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1967-11-07,7:39:00,Atlas-SLV3C Centaur-D,4850000,True
ATS-3,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1967-11-05,23:37:00,Atlas-SLV3 Agena-D,2380000,True
Surveyor 5,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1967-09-08,7:57:00,Atlas-SLV3C Centaur-D,8130000,True
Lunar Orbiter 5,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1967-08-01,22:33:00,Atlas-SLV3 Agena-D,1040000,True
OV1-11/OV1-12/OV1-86,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1967-07-27,19:00:00,Atlas-D OV1,3580000,False
Surveyor 4,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1967-07-14,11:53:00,Atlas-LV3C Centaur-D,18800000,True
"OPS 9331-9334, LES-5 & DODGE",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1967-07-01,13:15:00,Titan IIIC,21990000,True
Mariner 5,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1967-06-14,6:01:00,Atlas-SLV3 Agena-D,12650000,True
KH-7 Gambit 4038,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1967-06-04,18:07:00,Atlas-SLV3 Agena-D,18910000,True
KH-7 Gambit 4037,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1967-05-22,18:30:00,Atlas-SLV3 Agena-D,15580000,True
Lunar Orbiter 4,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1967-05-04,22:25:00,Atlas-SLV3 Agena-D,2690000,True
"OPS-6638, OPS-6679, ORS-4, OV5-1, OV5-3",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1967-04-28,10:01:00,Titan IIIC,10740000,True
Surveyor 3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1967-04-17,7:05:00,Atlas-LV3C Centaur-D,8620000,True
ATS-2,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1967-04-06,3:23:00,Atlas-SLV3 Agena-D,19020000,False
Lunar Orbiter 3,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1967-02-05,1:17:00,Atlas-SLV3 Agena-D,4840000,True
KH-7 Gambit 4036,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1967-02-02,20:00:00,Atlas-SLV3 Agena-D,7030000,True
Apollo 1,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1967-01-27,23:31:00,Saturn IB,19510000,False
OPS 9321-9328,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1967-01-18,14:19:00,Titan IIIC,1200000,True
OV1-9/OV1-10,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1966-12-11,21:10:00,Atlas-D OV1,8080000,True
ATS-1,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1966-12-07,2:12:00,Atlas-SLV3 Agena-D,8940000,True
KH-7 Gambit 4035,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-12-05,21:09:00,Atlas-SLV3 Agena-D,7030000,True
Gemini XII,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-11-11,20:46:00,Titan II GLV,7780000,True
GATV 5001,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-11-11,19:08:00,Atlas-SLV3 Agena-D,1120000,True
Lunar Orbiter 2,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1966-11-06,23:21:00,Atlas-SLV3 Agena-D,3040000,True
"Gemini B, OV4-3, &  OV4-1R/T",Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1966-11-03,13:50:00,Titan IIIC,19470000,True
KH-7 Gambit 4034,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-11-02,20:23:00,Atlas-SLV3 Agena-D,12560000,True
Surveyor SD-4,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1966-10-26,11:12:00,Atlas-LV3C Centaur-D,14900000,True
KH-7 Gambit 4033,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-10-12,19:15:00,Atlas-SLV3 Agena-D,20270000,True
Midas 12,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1966-10-05,22:00:00,Atlas-SLV3 Agena-D,4100000,True
Surveyor 2,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1966-09-20,12:32:00,Atlas-LV3C Centaur-D,2050000,True
KH-7 Gambit 4032,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-09-16,17:59:00,Atlas-SLV3 Agena-D,11720000,True
Gemini XI,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-09-12,14:42:00,Titan II GLV,15400000,True
GATV 5006,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-09-12,13:05:00,Atlas-SLV3 Agena-D,9850000,True
"IDCSP-1 8-14, GGTS-2",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1966-08-26,13:59:00,Titan IIIC,14910000,False
AS-202,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1966-08-25,17:15:00,Saturn IB,11340000,True
Midas 11,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1966-08-19,19:30:00,Atlas-SLV3 Agena-D,22550000,True
KH-7 Gambit 4031,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-08-16,18:30:00,Atlas-SLV3 Agena-D,21520000,True
Lunar Orbiter 1,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1966-08-10,19:26:00,Atlas-SLV3 Agena-D,3790000,True
Gemini X,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-07-18,22:20:00,Titan II GLV,10030000,True
GATV 5005,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-07-18,20:39:00,Atlas-SLV3 Agena-D,8160000,True
OV1-7/OV1-8,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1966-07-14,2:10:00,Atlas-D OV1,4480000,False
KH-7 Gambit 4030,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-07-12,17:57:00,Atlas-SLV3 Agena-D,24460000,True
AS-203,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1966-07-05,14:53:00,Saturn IB,6530000,True
OPS 9311-9317 & GGTS-1,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1966-06-16,14:00:00,Titan IIIC,23410000,True
Midas 10,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1966-06-09,20:15:00,Atlas-SLV3 Agena-D,18640000,False
OGO-3,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1966-06-07,2:48:00,Atlas-SLV3 Agena-B,9590000,True
KH-7 Gambit 4029,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-06-03,19:25:00,Atlas-SLV3 Agena-D,16400000,True
Gemini IX-A,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-06-03,13:39:00,Titan II GLV,10210000,False
ATDA,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-06-01,15:00:00,Atlas SLV-3,3310000,True
Surveyor 1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1966-05-30,14:41:00,Atlas-LV3C Centaur-D,10960000,True
GATV 5004,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-05-17,15:15:00,Atlas-SLV3 Agena-D,18800000,False
Gemini VIII,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-05-16,16:41:00,Titan II GLV,10370000,False
KH-7 Gambit 4028,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-05-14,18:30:00,Atlas-SLV3 Agena-D,24200000,True
KH-7 Gambit 4027,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-04-19,19:12:00,Atlas-SLV3 Agena-D,22500000,True
OAO-1,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1966-04-08,19:35:00,Atlas-SLV3B Agena-D,24880000,True
Surveyor Model-3,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1966-04-08,1:00:00,Atlas-LV3C Centaur-D,5760000,False
OV1-4/OV1-5,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1966-03-30,9:20:00,Atlas-D OV1,14340000,True
KH-7 Gambit 4026,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-03-18,20:30:00,Atlas-SLV3 Agena-D,12200000,True
GATV 5003,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-03-16,15:00:00,Atlas-SLV3 Agena-D,18490000,True
AS-201,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1966-02-26,16:12:00,Saturn IB,12490000,True
KH-7 Gambit 4025,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-02-15,13:04:00,Atlas-SLV3 Agena-D,21580000,True
KH-7 Gambit 4024,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-01-19,20:10:00,Atlas-SLV3 Agena-D,2440000,True
"LES 3 & 4, OV2-3, OSCAR-4",Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1965-12-21,14:00:00,Titan IIIC,16750000,False
Gemini VI-A,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-12-15,13:37:00,Titan II GLV,24230000,True
Gemini VII,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-12-04,19:30:00,Titan II GLV,2920000,True
KH-7 Gambit 4023,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-11-08,19:26:00,Atlas-SLV3 Agena-D,23180000,True
GATV 5002,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1965-10-25,15:00:00,Atlas-SLV3 Agena-D,11940000,False
LCS-2 & OV2-1,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1965-10-15,17:23:00,Titan IIIC,21100000,False
OV1-2,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1965-10-05,9:07:00,Atlas-D OV1,19470000,True
KH-7 Gambit 4022,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-09-30,19:20:00,Atlas-SLV3 Agena-D,19200000,True
Gemini V,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-08-21,13:59:00,Titan II GLV,9400000,True
Surveyor SD-2,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1965-08-11,14:31:00,Atlas-LV3C Centaur-D,17010000,True
KH-7 Gambit 4021,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-08-03,19:12:00,Atlas-SLV3 Agena-D,23560000,True
A-105,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1965-07-30,13:00:00,Saturn I,23660000,True
Vela 3A/3B,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1965-07-20,8:27:00,Atlas-LV3 Agena-D,12770000,True
KH-7 Gambit 4020,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-07-12,19:00:00,Atlas-SLV3 Agena-D,6990000,False
KH-7 Gambit 4019,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-06-25,19:30:00,Atlas-SLV3 Agena-D,1780000,True
Transtage 5,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1965-06-18,14:00:00,Titan IIIC,4130000,True
Gemini IV,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-06-03,15:15:00,Titan II GLV,5750000,True
OV1-3,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1965-05-28,2:54:00,Atlas-D OV1,21370000,False
KH-7 Gambit 4018,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-05-27,19:30:00,Atlas-SLV3 Agena-D,2180000,True
A-104,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1965-05-25,7:35:00,Saturn I,9060000,True
KH-7 Gambit 4017,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-04-28,20:17:00,Atlas-SLV3 Agena-D,11010000,True
SNAPSHOT,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-04-03,21:25:00,Atlas-SLV3 Agena-D,22190000,True
Gemini 3,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-03-23,14:24:00,Titan II GLV,5220000,True
Ranger 9,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1965-03-21,21:37:00,Atlas-LV3 Agena-B,17720000,True
KH-7 Gambit 4016,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1965-03-12,19:25:00,Atlas-SLV3 Agena-D,14260000,True
Surveyor-SD 1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1965-03-02,13:25:00,Atlas-LV3C Centaur-C,5730000,False
Ranger 8,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1965-02-17,17:05:00,Atlas-LV3 Agena-B,10400000,True
A-103,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1965-02-16,14:37:00,Saturn I,23090000,True
KH-7 Gambit 4015,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1965-01-23,20:09:00,Atlas-SLV3 Agena-D,23930000,True
OV1-1,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1965-01-21,20:09:00,Atlas-D OV1,8050000,False
Gemini 2,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-01-19,14:04:00,Titan II GLV,10730000,True
Surveyor-Model 1,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1964-12-11,14:25:00,Atlas-LV3C Centaur-C,8790000,False
KH-7 Gambit 4014,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1964-12-04,18:57:00,Atlas-SLV3 Agena-D,15260000,True
Mariner 4,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1964-11-28,14:22:00,Atlas-LV3 Agena-D,11670000,True
Mariner 3,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1964-11-05,19:22:00,Atlas-LV3 Agena-D,12500000,False
KH-7 Gambit 4013,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-10-23,18:30:00,Atlas-LV3 Agena-D,3910000,True
KH-7 Gambit 4012,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1964-10-08,20:00:00,Atlas-SLV3 Agena-D,24340000,False
KH-7 Gambit 4011,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1964-09-23,13:10:00,Atlas-SLV3 Agena-D,2320000,True
A-102,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1964-09-18,16:22:00,Saturn I,7480000,True
OGO 1,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1964-09-05,1:23:00,Atlas-LV3 Agena-B,18430000,True
KH-7 Gambit 4010,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1964-08-14,22:00:00,Atlas-SLV3 Agena-D,16800000,True
Ranger 7,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1964-07-28,16:50:00,Atlas-LV3 Agena-B,13050000,True
Vela 2A/2B,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1964-07-17,2:37:00,Atlas-LV3 Agena-D,5340000,True
KH-7 Gambit 4009,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-07-06,18:51:00,Atlas-LV3 Agena-D,23790000,True
AC-3 (Test Vehicle),General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1964-06-30,14:04:00,Atlas-LV3C Centaur-C,18350000,False
A-101,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1964-05-28,17:07:00,Saturn I,19050000,True
KH-7 Gambit 4008,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-05-19,19:21:00,Atlas-LV3 Agena-D,5140000,True
KH-7 Gambit 4007,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-04-23,16:19:00,Atlas-LV3 Agena-D,17300000,True
Gemini 1,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1964-04-08,16:01:00,Titan II GLV,4450000,True
KH-7 Gambit 4006,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-03-11,20:14:00,Atlas-LV3 Agena-D,14290000,True
KH-7 Gambit 4005,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-02-25,18:59:00,Atlas-LV3 Agena-D,6580000,True
Ranger 6,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1964-01-30,15:49:00,Atlas-LV3 Agena-B,15720000,True
SA-5,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1964-01-29,16:25:00,Saturn I,13480000,True
Explorer 19 (AD-A),NASA,"SLC-5, Vandenberg AFB, California, USA",1963-12-19,18:49:00,Scout X-4,16720000,True
KH-7 Gambit 4004,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-12-18,21:45:00,Atlas-LV3 Agena-D,17530000,True
AC-2 (Test Vehicle),General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1963-11-27,19:03:00,Atlas-LV3C Centaur-B,18640000,True
KH-7 Gambit 4003,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-10-25,18:59:00,Atlas-LV3 Agena-D,1300000,True
Vela 1A/1B,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1963-10-17,2:37:00,Atlas-LV3 Agena-D,16960000,True
KH-7 Gambit 4002,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-09-06,19:30:00,Atlas-LV3 Agena-D,4650000,True
Midas 9,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1963-07-19,3:51:00,Atlas-LV3 Agena-B,10880000,True
KH-7 Gambit 4001,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-07-12,20:46:00,Atlas-LV3 Agena-D,3480000,True
Midas 8,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1963-06-12,18:00:00,Atlas-LV3 Agena-B,3660000,False
Faith 7 (MA-9),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1963-05-15,13:04:00,Atlas-D Mercury,1550000,True
Midas 7,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1963-05-09,20:06:00,Atlas-LV3 Agena-B,12870000,True
Midas 6,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1962-12-17,20:36:00,Atlas-LV3 Agena-B,11150000,False
Explorer 16 (S-55B),NASA,"LA-3, Wallops Flight Facility, Virginia, USA",1962-12-16,14:33:00,Scout X-3,4620000,True
Samos 11,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1962-11-11,20:17:00,Atlas-LV3 Agena-B,12260000,True
Ranger 5,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1962-10-18,16:59:00,Atlas-LV3 Agena-B,3610000,True
Sigma 7 (MA-8),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1962-10-03,9:13:00,Atlas-D Mercury,18440000,True
Mariner 2,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1962-08-27,6:53:00,Atlas-LV3 Agena-B,19900000,True
Samos 10,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1962-08-05,17:59:00,Atlas-LV3 Agena-B,15800000,True
Mariner 1,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1962-07-22,9:21:00,Atlas-LV3 Agena-B,20760000,False
Samos 9,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1962-07-18,20:15:00,Atlas-LV3 Agena-B,7820000,True
Samos 8,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1962-06-17,18:14:00,Atlas-LV3 Agena-B,2180000,True
Aurora 7 (MA-7),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1962-05-24,12:45:00,Atlas-D Mercury,17790000,True
AC-1 (Test Vehicle),General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1962-05-08,19:49:00,Atlas-LV3C Centaur-A,15930000,False
Samos 7,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1962-04-26,18:56:00,Atlas-LV3 Agena-B,11880000,True
Solrad 4B,NASA,"LA-3, Wallops Flight Facility, Virginia, USA",1962-04-26,10:49:00,Scout X-2,18240000,False
Ranger 4,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1962-04-23,20:50:00,Atlas-LV3 Agena-B,12700000,True
Midas 5,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1962-04-09,15:04:00,Atlas-LV3 Agena-B,5350000,True
Samos 6,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1962-03-07,22:10:00,Atlas-LV3 Agena-B,3980000,True
Friendship 7 (MA-6),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1962-02-20,14:47:00,Atlas-D Mercury,10980000,True
Ranger 3,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1962-01-26,20:30:00,Atlas-LV3 Agena-B,12770000,False
Samos 5,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1961-12-22,19:12:00,Atlas-LV3 Agena-B,23400000,False
Mercury-Atlas 5 (MA-5),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1961-11-29,15:08:00,Atlas-D Mercury,4240000,True
Samos 4,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1961-11-22,20:45:00,Atlas-LV3 Agena-B,1240000,False
Ranger 2,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1961-11-18,8:12:00,Atlas-LV3 Agena-B,16910000,False
Mercury-Scout 1 (MS-1),NASA,"LC-18B, Cape Canaveral AFS, Florida, USA",1961-11-01,15:32:00,Blue Scout II,9140000,False
Midas 4,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1961-10-21,13:53:00,Atlas-LV3 Agena-B,12520000,False
Mercury-Atlas 4 (MA-4),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1961-09-13,14:04:00,Atlas-D Mercury,6390000,True
Samos 3,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1961-09-09,19:28:00,Atlas-LV3 Agena-B,6250000,False
Explorer 13,NASA,"LA-3, Wallops Flight Facility, Virginia, USA",1961-08-25,18:29:00,Scout X-1,15100000,False
Ranger 1,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1961-08-23,10:04:00,Atlas-LV3 Agena-B,11790000,False
Liberty Bell 7 (MR-4),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",1961-07-21,12:36:00,Mercury-Redstone,3150000,True
Midas 3,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1961-07-12,15:11:00,Atlas-LV3 Agena-B,16820000,True
Explorer (S-55),NASA,"LA-3, Wallops Flight Facility, Virginia, USA",1961-06-30,17:09:00,Scout X-1,17240000,False
Freedom 7 (MR-3),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",1961-05-05,14:34:00,Mercury-Redstone,6780000,True
Mercury-Atlas 3 (MA-3),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1961-04-25,16:15:00,Atlas-D Mercury,6040000,False
Mercury-Redstone BD (MR-BD),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",1961-03-24,17:30:00,Mercury-Redstone,18290000,True
Mercury-Atlas 2 (MA-2),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1961-02-21,14:12:00,Atlas-D Mercury,6830000,True
Explorer 9 (S-56A),NASA,"LA-3, Wallops Flight Facility, Virginia, USA",1961-02-16,13:05:00,Scout X-1,11110000,True
Samos 2,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1961-01-31,20:21:00,Atlas-LV3 Agena-A,19890000,True
Mercury-Redstone 2 (MR-2),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",1961-01-31,16:55:00,Mercury-Redstone,12200000,True
Mercury-Redstone 1A (MR-1A),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",1960-12-19,16:15:00,Mercury-Redstone,11180000,True
Pioneer P-31,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1960-12-15,9:10:00,Atlas-D Able,3940000,False
Explorer (S-56),NASA,"LA-3, Wallops Flight Facility, Virginia, USA",1960-12-04,21:14:00,Scout X-1,12190000,False
Mercury-Redstone 1 (MR-1),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",1960-11-21,14:00:00,Mercury-Redstone,19790000,False
